,지점,지점명,일시,평균기온,최저기온,최고기온,일강수량,풍속,습도,강수여부
0,108,서울,2021-01-01,-4.2,-9.8,1.6,0.0,2.0,64.0,sunny
1,108,서울,2021-01-02,-5.0,-8.4,-1.4,0.0,2.6,38.5,sunny
2,108,서울,2021-01-03,-5.6,-9.1,-2.0,0.0,2.0,45.0,sunny
3,108,서울,2021-01-04,-3.5,-8.4,0.3,0.0,1.7,51.4,sunny
4,108,서울,2021-01-05,-5.5,-9.9,-2.1,0.0,2.9,52.8,sunny
5,108,서울,2021-01-06,-7.4,-12.0,-1.9,2.3,2.4,54.6,rainy
6,108,서울,2021-01-07,-14.5,-16.5,-8.4,0.0,4.1,49.9,sunny
7,108,서울,2021-01-08,-14.9,-18.6,-10.7,0.0,3.3,44.0,sunny
8,108,서울,2021-01-09,-12.2,-16.6,-7.5,0.0,2.6,46.3,sunny
9,108,서울,2021-01-10,-7.7,-12.8,-2.7,0.0,1.3,54.4,sunny
10,108,서울,2021-01-11,-6.7,-9.6,-4.0,0.0,1.9,62.1,sunny
11,108,서울,2021-01-12,-3.9,-9.3,-0.5,2.6,1.8,79.5,rainy
12,108,서울,2021-01-13,2.0,-3.0,8.3,0.0,2.4,80.3,sunny
13,108,서울,2021-01-14,1.7,-3.6,7.0,0.0,2.3,46.5,sunny
14,108,서울,2021-01-15,4.5,-0.7,9.9,0.2,3.0,67.4,rainy
15,108,서울,2021-01-16,-4.9,-8.7,-0.7,0.0,3.3,59.3,sunny
16,108,서울,2021-01-17,-5.5,-10.8,-1.3,0.0,2.3,58.5,sunny
17,108,서울,2021-01-18,-3.8,-9.1,0.2,0.3,3.2,64.3,rainy
18,108,서울,2021-01-19,-6.3,-11.6,-0.2,0.0,1.8,37.9,sunny
19,108,서울,2021-01-20,-0.1,-6.6,7.1,0.0,2.2,37.8,sunny
20,108,서울,2021-01-21,4.5,2.5,7.0,9.2,2.3,64.4,rainy
21,108,서울,2021-01-22,5.5,4.8,6.6,0.1,1.7,92.9,rainy
22,108,서울,2021-01-23,7.6,4.8,12.2,0.0,4.2,66.0,sunny
23,108,서울,2021-01-24,7.3,2.4,13.9,0.0,2.1,63.9,sunny
24,108,서울,2021-01-25,7.9,3.0,13.9,0.0,1.9,62.0,sunny
25,108,서울,2021-01-26,5.3,1.7,7.4,1.7,1.9,80.4,rainy
26,108,서울,2021-01-27,1.7,-1.8,6.5,0.0,2.2,47.6,sunny
27,108,서울,2021-01-28,-2.6,-9.7,1.4,2.0,4.0,52.3,rainy
28,108,서울,2021-01-29,-8.8,-11.6,-4.9,0.0,3.5,40.0,sunny
29,108,서울,2021-01-30,-1.6,-8.1,5.2,0.5,2.5,60.0,rainy
30,108,서울,2021-01-31,3.2,-3.8,8.7,0.0,2.0,57.0,sunny
31,108,서울,2021-02-01,5.0,-2.3,9.5,0.7,2.7,74.5,rainy
32,108,서울,2021-02-02,-5.6,-8.2,-2.4,0.0,3.9,44.1,sunny
33,108,서울,2021-02-03,-3.2,-9.4,1.4,3.4,2.2,64.6,rainy
34,108,서울,2021-02-04,-3.6,-7.4,0.7,0.1,2.5,50.1,rainy
35,108,서울,2021-02-05,1.4,-4.4,6.7,0.0,2.4,71.8,sunny
36,108,서울,2021-02-06,6.8,4.3,9.5,0.0,2.2,80.4,sunny
37,108,서울,2021-02-07,3.6,-2.6,7.7,0.0,2.9,67.0,sunny
38,108,서울,2021-02-08,-3.1,-5.4,0.2,0.0,3.4,43.6,sunny
39,108,서울,2021-02-09,-0.9,-6.1,4.7,0.0,2.0,51.9,sunny
40,108,서울,2021-02-10,3.4,-1.5,7.2,0.0,2.1,75.1,sunny
41,108,서울,2021-02-11,5.5,1.3,10.9,0.0,1.3,71.5,sunny
42,108,서울,2021-02-12,6.5,0.6,14.0,0.0,1.7,60.6,sunny
43,108,서울,2021-02-13,7.6,1.0,15.9,0.0,1.5,50.6,sunny
44,108,서울,2021-02-14,9.5,6.4,13.8,0.0,1.7,47.6,sunny
45,108,서울,2021-02-15,1.2,-5.2,8.2,1.4,4.0,65.1,rainy
46,108,서울,2021-02-16,-5.1,-7.0,-1.3,1.5,3.2,57.9,rainy
47,108,서울,2021-02-17,-8.3,-10.4,-5.2,0.0,5.0,44.1,sunny
48,108,서울,2021-02-18,-5.8,-10.6,-0.4,0.0,3.1,44.9,sunny
49,108,서울,2021-02-19,1.6,-7.1,8.9,0.0,2.9,66.9,sunny
50,108,서울,2021-02-20,8.8,5.5,14.9,0.0,2.1,60.4,sunny
51,108,서울,2021-02-21,10.8,4.7,17.4,0.0,2.8,66.6,sunny
52,108,서울,2021-02-22,7.8,0.4,12.6,0.0,2.9,58.3,sunny
53,108,서울,2021-02-23,0.0,-3.1,4.3,0.0,2.9,34.0,sunny
54,108,서울,2021-02-24,2.9,-3.0,10.1,0.0,1.8,33.0,sunny
55,108,서울,2021-02-25,4.2,0.7,8.2,0.0,1.4,35.1,sunny
56,108,서울,2021-02-26,8.2,0.5,15.8,0.0,2.3,35.0,sunny
57,108,서울,2021-02-27,9.5,4.3,16.2,0.0,3.4,48.6,sunny
58,108,서울,2021-02-28,7.8,3.2,10.8,0.0,2.1,49.0,sunny
59,108,서울,2021-03-01,4.7,0.5,9.0,67.5,3.5,91.0,rainy
60,108,서울,2021-03-02,2.3,0.2,6.9,0.1,1.9,75.9,rainy
61,108,서울,2021-03-03,4.4,-1.2,9.9,0.0,1.8,64.4,sunny
62,108,서울,2021-03-04,7.2,2.5,13.0,0.0,1.9,62.4,sunny
63,108,서울,2021-03-05,9.0,3.0,16.2,0.0,2.1,70.3,sunny
64,108,서울,2021-03-06,6.6,3.2,11.6,0.0,3.3,69.5,sunny
65,108,서울,2021-03-07,6.2,2.1,12.2,0.0,2.8,62.9,sunny
66,108,서울,2021-03-08,7.0,1.5,13.9,0.0,1.8,60.3,sunny
67,108,서울,2021-03-09,6.6,2.1,12.2,0.0,2.2,58.5,sunny
68,108,서울,2021-03-10,8.8,1.7,17.1,0.0,1.8,61.8,sunny
69,108,서울,2021-03-11,10.2,4.7,17.1,0.0,1.8,50.8,sunny
70,108,서울,2021-03-12,10.5,7.2,14.9,0.0,2.2,57.0,sunny
71,108,서울,2021-03-13,9.2,4.6,14.2,0.0,2.2,62.8,sunny
72,108,서울,2021-03-14,9.1,4.9,14.7,0.0,2.2,71.4,sunny
73,108,서울,2021-03-15,10.6,5.1,15.7,1.7,2.4,68.8,rainy
74,108,서울,2021-03-16,8.4,4.9,13.1,1.3,3.2,52.5,rainy
75,108,서울,2021-03-17,8.8,1.8,17.5,0.0,1.8,44.9,sunny
76,108,서울,2021-03-18,11.7,5.0,18.4,0.0,1.8,50.1,sunny
77,108,서울,2021-03-19,15.3,11.4,20.2,0.0,2.2,47.9,sunny
78,108,서울,2021-03-20,9.9,7.4,14.7,5.1,2.2,74.6,rainy
79,108,서울,2021-03-21,5.8,3.1,8.6,0.3,4.0,65.9,rainy
80,108,서울,2021-03-22,6.2,1.1,11.1,0.0,3.2,55.3,sunny
81,108,서울,2021-03-23,9.1,2.5,16.4,0.0,2.5,63.5,sunny
82,108,서울,2021-03-24,10.8,5.7,16.9,0.0,2.4,61.5,sunny
83,108,서울,2021-03-25,11.9,6.8,19.0,0.0,2.2,68.5,sunny
84,108,서울,2021-03-26,12.6,4.8,20.6,0.0,1.4,58.4,sunny
85,108,서울,2021-03-27,12.1,10.2,15.0,25.5,2.5,70.9,rainy
86,108,서울,2021-03-28,9.0,7.7,13.0,9.2,3.3,95.8,rainy
87,108,서울,2021-03-29,10.2,7.3,14.6,0.2,3.3,62.3,rainy
88,108,서울,2021-03-30,10.8,4.1,18.2,0.0,2.2,47.3,sunny
89,108,서울,2021-03-31,14.5,5.9,22.9,0.0,1.8,41.0,sunny
90,108,서울,2021-04-01,17.7,12.0,24.0,0.0,3.5,33.0,sunny
91,108,서울,2021-04-02,17.8,12.5,23.0,0.0,3.2,35.6,sunny
92,108,서울,2021-04-03,14.9,10.9,18.0,56.2,3.1,80.8,rainy
93,108,서울,2021-04-04,11.9,9.0,15.8,0.6,3.2,65.8,rainy
94,108,서울,2021-04-05,11.9,5.4,19.3,0.0,2.4,47.9,sunny
95,108,서울,2021-04-06,13.9,9.4,19.2,0.0,2.5,50.9,sunny
96,108,서울,2021-04-07,14.1,8.1,20.4,0.0,2.5,47.5,sunny
97,108,서울,2021-04-08,13.0,7.2,18.0,0.0,2.7,34.0,sunny
98,108,서울,2021-04-09,13.6,7.6,19.6,0.0,2.7,39.3,sunny
99,108,서울,2021-04-10,12.6,7.7,18.8,0.0,2.6,50.0,sunny
100,108,서울,2021-04-11,15.0,7.5,21.8,0.0,1.7,45.4,sunny
101,108,서울,2021-04-12,13.8,11.9,17.8,22.0,2.4,70.4,rainy
102,108,서울,2021-04-13,10.4,5.7,13.5,8.0,3.7,74.0,rainy
103,108,서울,2021-04-14,8.4,3.1,13.3,0.0,2.9,58.5,sunny
104,108,서울,2021-04-15,11.6,6.3,18.3,0.0,2.1,62.3,sunny
105,108,서울,2021-04-16,11.3,8.1,14.8,0.7,2.6,60.0,rainy
106,108,서울,2021-04-17,9.6,6.0,14.6,0.0,2.6,56.6,sunny
107,108,서울,2021-04-18,9.9,5.6,15.3,0.0,3.2,64.3,sunny
108,108,서울,2021-04-19,12.2,5.8,19.4,0.0,2.4,65.3,sunny
109,108,서울,2021-04-20,14.8,8.1,22.0,0.0,1.9,55.1,sunny
110,108,서울,2021-04-21,19.1,10.3,28.2,0.0,1.8,43.1,sunny
111,108,서울,2021-04-22,20.9,16.1,27.5,0.0,2.5,37.9,sunny
112,108,서울,2021-04-23,19.0,17.0,21.7,0.0,3.2,41.4,sunny
113,108,서울,2021-04-24,18.3,15.3,22.2,0.0,2.7,43.0,sunny
114,108,서울,2021-04-25,18.2,12.6,24.0,0.0,2.7,50.0,sunny
115,108,서울,2021-04-26,16.2,12.3,20.6,0.0,2.6,51.8,sunny
116,108,서울,2021-04-27,15.4,12.5,20.0,1.7,2.3,62.4,rainy
117,108,서울,2021-04-28,14.5,11.2,18.2,4.7,2.4,64.1,rainy
118,108,서울,2021-04-29,14.6,10.9,20.1,3.9,2.3,54.1,rainy
119,108,서울,2021-04-30,11.3,8.6,14.6,26.3,2.4,81.8,rainy
120,108,서울,2021-05-01,10.2,8.5,15.3,8.0,2.7,80.8,rainy
121,108,서울,2021-05-02,12.4,7.3,18.7,1.7,3.1,67.9,rainy
122,108,서울,2021-05-03,14.1,8.4,20.3,0.0,2.1,56.4,sunny
123,108,서울,2021-05-04,13.8,11.4,15.8,19.6,2.1,82.6,rainy
124,108,서울,2021-05-05,13.9,10.3,18.4,0.1,3.5,64.4,rainy
125,108,서울,2021-05-06,15.7,7.9,23.1,0.0,2.4,46.4,sunny
126,108,서울,2021-05-07,14.4,10.7,17.2,8.8,3.4,60.3,rainy
127,108,서울,2021-05-08,14.3,8.9,21.0,0.0,3.4,66.1,sunny
128,108,서울,2021-05-09,15.7,10.0,21.8,0.0,3.5,51.3,sunny
129,108,서울,2021-05-10,13.2,11.7,14.6,0.0,1.8,67.9,sunny
130,108,서울,2021-05-11,18.5,9.4,25.7,0.0,2.7,48.9,sunny
131,108,서울,2021-05-12,22.0,16.9,27.7,0.0,2.2,39.5,sunny
132,108,서울,2021-05-13,22.9,16.6,29.6,0.0,1.9,54.4,sunny
133,108,서울,2021-05-14,24.1,18.0,30.8,0.0,1.7,60.3,sunny
134,108,서울,2021-05-15,22.1,20.8,26.2,15.0,1.7,79.5,rainy
135,108,서울,2021-05-16,18.4,14.8,20.8,66.9,2.5,97.6,rainy
136,108,서울,2021-05-17,15.3,14.2,16.7,3.1,1.6,93.0,rainy
137,108,서울,2021-05-18,17.9,13.6,24.5,0.0,1.7,70.5,sunny
138,108,서울,2021-05-19,19.9,12.4,26.6,0.0,1.8,52.3,sunny
139,108,서울,2021-05-20,18.7,15.6,22.9,0.9,2.5,59.8,rainy
140,108,서울,2021-05-21,16.0,14.2,18.2,6.9,1.7,86.5,rainy
141,108,서울,2021-05-22,18.6,13.8,23.8,0.2,2.5,69.3,rainy
142,108,서울,2021-05-23,19.5,14.3,25.1,0.0,1.7,64.4,sunny
143,108,서울,2021-05-24,19.4,16.4,24.5,0.0,2.7,61.0,sunny
144,108,서울,2021-05-25,15.3,11.9,19.3,8.3,3.2,72.3,rainy
145,108,서울,2021-05-26,18.0,11.5,23.0,0.0,2.9,58.5,sunny
146,108,서울,2021-05-27,15.8,13.9,18.7,8.9,2.8,83.0,rainy
147,108,서울,2021-05-28,15.3,12.4,19.7,12.3,2.6,86.0,rainy
148,108,서울,2021-05-29,15.4,12.8,19.1,0.3,2.2,79.8,rainy
149,108,서울,2021-05-30,18.4,10.8,26.3,18.1,2.1,73.0,rainy
150,108,서울,2021-05-31,19.9,16.5,23.8,4.0,1.8,78.9,rainy
151,108,서울,2021-06-01,20.2,15.9,23.9,3.2,2.2,74.6,rainy
152,108,서울,2021-06-02,23.2,16.6,29.7,0.0,2.1,64.4,sunny
153,108,서울,2021-06-03,19.1,14.6,22.7,18.1,1.8,80.8,rainy
154,108,서울,2021-06-04,18.5,13.3,23.6,0.0,2.9,69.4,sunny
155,108,서울,2021-06-05,20.8,17.0,25.7,0.0,3.3,68.1,sunny
156,108,서울,2021-06-06,23.0,18.4,28.2,0.0,2.2,69.6,sunny
157,108,서울,2021-06-07,21.1,19.4,24.0,0.0,1.7,71.5,sunny
158,108,서울,2021-06-08,23.6,18.8,29.5,0.1,1.7,69.6,rainy
159,108,서울,2021-06-09,25.8,19.5,31.6,0.0,1.6,59.1,sunny
160,108,서울,2021-06-10,24.9,20.5,29.8,6.1,2.2,68.5,rainy
161,108,서울,2021-06-11,21.5,19.9,24.4,4.6,2.8,84.5,rainy
162,108,서울,2021-06-12,24.2,18.2,30.2,0.0,1.8,74.6,sunny
163,108,서울,2021-06-13,24.8,20.9,29.7,0.0,2.0,72.6,sunny
164,108,서울,2021-06-14,24.8,18.9,30.2,0.0,2.1,68.8,sunny
165,108,서울,2021-06-15,22.5,21.5,25.3,1.9,2.3,79.1,rainy
166,108,서울,2021-06-16,24.3,20.3,28.9,0.0,3.6,59.9,sunny
167,108,서울,2021-06-17,21.9,19.6,25.0,0.0,2.4,71.4,sunny
168,108,서울,2021-06-18,20.0,19.0,21.4,6.3,2.5,92.1,rainy
169,108,서울,2021-06-19,22.3,17.5,27.4,0.0,1.8,74.0,sunny
170,108,서울,2021-06-20,22.9,17.6,29.0,0.0,2.8,73.3,sunny
171,108,서울,2021-06-21,23.6,19.2,28.5,0.0,2.2,67.0,sunny
172,108,서울,2021-06-22,22.8,19.7,28.6,0.0,2.1,67.9,sunny
173,108,서울,2021-06-23,22.4,18.8,27.9,7.5,2.4,70.5,rainy
174,108,서울,2021-06-24,23.0,18.5,28.0,0.0,1.9,71.1,sunny
175,108,서울,2021-06-25,24.1,19.5,29.5,0.0,2.0,69.0,sunny
176,108,서울,2021-06-26,22.8,19.9,26.7,4.5,1.8,78.5,rainy
177,108,서울,2021-06-27,24.5,19.8,30.8,38.2,2.0,72.1,rainy
178,108,서울,2021-06-28,23.7,21.0,29.2,0.1,1.9,76.4,rainy
179,108,서울,2021-06-29,23.9,21.3,28.4,8.0,1.8,78.6,rainy
180,108,서울,2021-06-30,24.3,21.0,28.8,6.0,1.3,77.9,rainy
181,108,서울,2021-07-01,26.3,21.4,31.0,0.0,1.8,70.9,sunny
182,108,서울,2021-07-02,27.1,23.6,31.8,0.0,2.3,64.1,sunny
183,108,서울,2021-07-03,22.6,19.6,25.7,60.0,3.6,80.0,rainy
184,108,서울,2021-07-04,21.4,19.8,23.1,21.4,2.3,96.8,rainy
185,108,서울,2021-07-05,23.3,20.1,26.9,0.0,1.4,80.3,sunny
186,108,서울,2021-07-06,25.3,21.0,30.1,0.0,1.6,73.4,sunny
187,108,서울,2021-07-07,26.4,23.9,29.1,12.7,1.5,78.5,rainy
188,108,서울,2021-07-08,26.0,23.8,29.8,2.9,2.0,81.6,rainy
189,108,서울,2021-07-09,25.5,23.6,29.2,0.0,1.9,77.3,sunny
190,108,서울,2021-07-10,25.9,23.1,29.2,0.5,2.4,80.4,rainy
191,108,서울,2021-07-11,25.7,24.1,27.5,0.4,2.2,86.8,rainy
192,108,서울,2021-07-12,28.1,23.8,32.5,0.0,1.6,75.1,sunny
193,108,서울,2021-07-13,28.8,26.3,31.5,0.0,1.7,76.1,sunny
194,108,서울,2021-07-14,29.7,26.1,33.5,0.0,2.2,71.4,sunny
195,108,서울,2021-07-15,29.1,25.9,34.5,0.0,2.1,71.1,sunny
196,108,서울,2021-07-16,28.8,24.2,35.2,0.0,2.2,68.4,sunny
197,108,서울,2021-07-17,29.1,24.7,32.8,0.0,2.3,63.1,sunny
198,108,서울,2021-07-18,29.6,25.7,34.1,0.0,2.1,62.5,sunny
199,108,서울,2021-07-19,26.4,24.0,30.5,67.4,1.9,80.1,rainy
200,108,서울,2021-07-20,27.9,23.6,31.8,0.0,1.5,75.8,sunny
201,108,서울,2021-07-21,30.5,25.3,35.3,0.0,1.7,64.0,sunny
202,108,서울,2021-07-22,31.2,26.5,35.9,0.0,2.0,59.8,sunny
203,108,서울,2021-07-23,31.2,27.2,35.8,0.0,1.8,61.8,sunny
204,108,서울,2021-07-24,31.7,26.9,36.5,0.0,1.7,57.4,sunny
205,108,서울,2021-07-25,31.5,27.2,35.9,0.0,2.0,55.8,sunny
206,108,서울,2021-07-26,31.2,27.4,35.4,0.0,2.4,54.9,sunny
207,108,서울,2021-07-27,31.1,27.8,35.7,0.0,2.1,60.5,sunny
208,108,서울,2021-07-28,30.4,27.1,34.7,0.0,1.9,67.4,sunny
209,108,서울,2021-07-29,29.6,27.0,33.3,0.0,2.0,69.9,sunny
210,108,서울,2021-07-30,30.5,25.8,35.4,0.0,2.1,63.1,sunny
211,108,서울,2021-07-31,29.8,26.8,34.3,3.0,2.5,69.9,rainy
212,108,서울,2021-08-01,27.1,25.1,28.8,21.0,1.3,81.8,rainy
213,108,서울,2021-08-02,26.5,25.0,28.6,1.7,1.6,82.6,rainy
214,108,서울,2021-08-03,28.0,24.1,31.4,0.0,1.8,76.9,sunny
215,108,서울,2021-08-04,28.9,26.3,33.2,0.0,2.0,70.6,sunny
216,108,서울,2021-08-05,29.4,25.6,33.7,0.0,2.1,68.1,sunny
217,108,서울,2021-08-06,28.1,26.0,32.2,0.0,2.1,68.4,sunny
218,108,서울,2021-08-07,28.0,23.4,32.3,0.0,2.1,65.0,sunny
219,108,서울,2021-08-08,26.8,24.4,32.1,12.7,1.7,74.8,rainy
220,108,서울,2021-08-09,28.3,23.3,33.6,0.0,2.3,62.4,sunny
221,108,서울,2021-08-10,27.7,24.3,32.2,0.0,2.3,62.5,sunny
222,108,서울,2021-08-11,27.4,24.1,31.6,0.0,2.0,70.3,sunny
223,108,서울,2021-08-12,26.8,24.0,31.7,0.0,1.8,67.1,sunny
224,108,서울,2021-08-13,26.6,23.4,30.1,0.0,2.0,70.4,sunny
225,108,서울,2021-08-14,26.1,23.4,30.5,0.0,3.0,63.9,sunny
226,108,서울,2021-08-15,26.9,21.7,32.4,0.0,2.3,59.6,sunny
227,108,서울,2021-08-16,27.3,22.5,32.8,0.0,2.3,61.1,sunny
228,108,서울,2021-08-17,25.9,21.9,31.3,9.3,2.4,65.0,rainy
229,108,서울,2021-08-18,24.3,20.6,31.0,5.6,2.8,69.6,rainy
230,108,서울,2021-08-19,26.0,21.0,31.5,0.0,2.6,57.1,sunny
231,108,서울,2021-08-20,26.6,22.6,30.7,0.0,2.3,63.6,sunny
232,108,서울,2021-08-21,23.8,21.0,25.5,62.8,2.7,88.1,rainy
233,108,서울,2021-08-22,24.4,22.4,27.0,0.0,2.1,81.5,sunny
234,108,서울,2021-08-23,22.4,21.0,24.0,7.4,2.0,89.3,rainy
235,108,서울,2021-08-24,23.4,21.1,26.4,10.5,2.9,93.6,rainy
236,108,서울,2021-08-25,25.0,23.5,27.3,0.3,1.8,85.5,rainy
237,108,서울,2021-08-26,25.5,22.9,27.9,0.7,2.5,84.9,rainy
238,108,서울,2021-08-27,22.4,20.4,25.5,0.9,1.3,83.5,rainy
239,108,서울,2021-08-28,23.6,19.7,28.2,0.0,1.8,80.4,sunny
240,108,서울,2021-08-29,23.7,21.9,26.3,0.9,1.6,82.6,rainy
241,108,서울,2021-08-30,24.2,21.2,27.7,0.0,1.4,77.5,sunny
242,108,서울,2021-08-31,20.5,18.1,23.1,77.4,2.3,93.3,rainy
243,108,서울,2021-09-01,21.4,18.5,23.9,0.8,2.9,83.1,rainy
244,108,서울,2021-09-02,23.5,20.7,26.7,0.0,2.1,70.3,sunny
245,108,서울,2021-09-03,24.3,20.6,29.2,0.0,2.4,60.3,sunny
246,108,서울,2021-09-04,23.2,18.5,28.6,0.0,2.7,57.0,sunny
247,108,서울,2021-09-05,23.1,19.4,27.3,0.0,3.2,61.1,sunny
248,108,서울,2021-09-06,22.3,18.0,26.4,12.0,3.2,70.1,rainy
249,108,서울,2021-09-07,19.6,17.6,20.9,29.6,2.3,98.1,rainy
250,108,서울,2021-09-08,22.2,19.0,26.9,1.6,1.7,81.3,rainy
251,108,서울,2021-09-09,23.5,19.1,29.1,0.0,1.5,76.5,sunny
252,108,서울,2021-09-10,23.6,19.5,28.9,0.0,1.9,76.0,sunny
253,108,서울,2021-09-11,24.0,19.9,29.4,0.0,1.7,73.1,sunny
254,108,서울,2021-09-12,24.2,19.2,29.8,0.0,1.8,64.6,sunny
255,108,서울,2021-09-13,24.8,20.8,30.3,0.0,2.4,67.1,sunny
256,108,서울,2021-09-14,24.6,20.0,29.5,0.0,2.6,63.3,sunny
257,108,서울,2021-09-15,23.6,19.5,28.9,0.0,3.6,57.5,sunny
258,108,서울,2021-09-16,22.9,18.0,27.3,0.0,2.6,61.1,sunny
259,108,서울,2021-09-17,23.5,20.5,28.2,0.0,3.0,61.4,sunny
260,108,서울,2021-09-18,23.9,18.9,29.8,0.0,1.6,65.1,sunny
261,108,서울,2021-09-19,23.7,20.8,27.8,0.0,1.9,62.9,sunny
262,108,서울,2021-09-20,23.7,19.0,28.4,0.0,2.7,63.6,sunny
263,108,서울,2021-09-21,22.0,17.4,26.2,68.1,2.9,85.1,rainy
264,108,서울,2021-09-22,20.2,16.8,24.3,4.5,2.7,79.0,rainy
265,108,서울,2021-09-23,20.9,16.9,25.9,0.0,2.4,67.3,sunny
266,108,서울,2021-09-24,21.8,16.7,26.9,0.0,2.2,67.5,sunny
267,108,서울,2021-09-25,21.2,18.7,23.1,0.0,2.3,72.6,sunny
268,108,서울,2021-09-26,22.6,18.4,27.3,0.0,2.3,63.0,sunny
269,108,서울,2021-09-27,21.6,18.7,25.0,0.0,2.4,66.0,sunny
270,108,서울,2021-09-28,21.5,19.6,24.4,1.3,2.2,75.1,rainy
271,108,서울,2021-09-29,20.2,17.8,21.4,13.1,1.7,93.5,rainy
272,108,서울,2021-09-30,20.3,16.0,25.9,0.0,1.5,83.9,sunny
273,108,서울,2021-10-01,21.1,16.9,27.5,13.3,2.4,75.8,rainy
274,108,서울,2021-10-02,20.7,16.4,26.6,0.0,1.6,77.1,sunny
275,108,서울,2021-10-03,22.3,17.1,28.8,0.0,1.9,69.5,sunny
276,108,서울,2021-10-04,22.9,19.2,25.6,3.6,2.9,81.0,rainy
277,108,서울,2021-10-05,23.6,21.7,26.5,0.0,3.3,82.4,sunny
278,108,서울,2021-10-06,18.8,17.9,21.7,6.4,2.8,91.5,rainy
279,108,서울,2021-10-07,19.4,17.9,21.9,4.6,1.9,85.5,rainy
280,108,서울,2021-10-08,18.8,17.5,20.0,3.5,1.7,91.3,rainy
281,108,서울,2021-10-09,20.9,18.5,24.1,0.4,2.3,83.5,rainy
282,108,서울,2021-10-10,19.9,14.9,24.3,14.2,2.2,89.0,rainy
283,108,서울,2021-10-11,15.2,12.6,17.8,0.3,2.2,78.6,rainy
284,108,서울,2021-10-12,17.9,15.8,21.3,0.0,3.3,67.1,sunny
285,108,서울,2021-10-13,19.6,14.9,25.2,0.0,2.4,66.6,sunny
286,108,서울,2021-10-14,19.7,17.4,23.9,0.0,2.0,73.6,sunny
287,108,서울,2021-10-15,19.0,17.0,21.4,0.0,2.1,74.4,sunny
288,108,서울,2021-10-16,10.7,4.2,18.1,0.0,3.4,47.5,sunny
289,108,서울,2021-10-17,5.6,1.3,10.8,0.0,2.9,37.4,sunny
290,108,서울,2021-10-18,9.6,2.8,16.1,5.6,2.0,60.4,rainy
291,108,서울,2021-10-19,10.9,7.1,15.0,4.4,2.4,72.8,rainy
292,108,서울,2021-10-20,9.5,4.6,15.8,0.0,1.7,64.9,sunny
293,108,서울,2021-10-21,9.8,4.9,16.2,0.0,1.7,64.1,sunny
294,108,서울,2021-10-22,10.8,5.2,17.2,0.0,1.8,58.4,sunny
295,108,서울,2021-10-23,11.4,5.7,18.4,0.0,1.6,57.3,sunny
296,108,서울,2021-10-24,11.4,6.0,18.1,0.0,1.7,63.1,sunny
297,108,서울,2021-10-25,11.7,6.3,17.6,0.0,1.9,64.5,sunny
298,108,서울,2021-10-26,13.0,7.7,19.0,0.0,1.7,74.5,sunny
299,108,서울,2021-10-27,13.4,9.8,18.1,0.0,2.2,63.4,sunny
300,108,서울,2021-10-28,12.7,7.1,20.0,0.0,1.4,54.6,sunny
301,108,서울,2021-10-29,14.6,10.5,20.6,0.0,2.0,55.9,sunny
302,108,서울,2021-10-30,13.8,11.0,18.0,0.0,1.6,62.4,sunny
303,108,서울,2021-10-31,14.1,9.2,20.3,0.7,1.6,73.3,rainy
304,108,서울,2021-11-01,12.9,10.3,16.9,0.0,1.9,77.3,sunny
305,108,서울,2021-11-02,11.5,7.9,16.9,0.0,1.7,76.6,sunny
306,108,서울,2021-11-03,12.1,7.6,17.1,0.0,1.5,71.1,sunny
307,108,서울,2021-11-04,12.1,8.4,16.3,0.0,1.3,80.4,sunny
308,108,서울,2021-11-05,13.0,7.8,20.2,0.0,1.5,68.5,sunny
309,108,서울,2021-11-06,14.1,8.8,21.3,0.0,1.6,61.1,sunny
310,108,서울,2021-11-07,15.3,9.7,21.3,0.0,2.1,57.5,sunny
311,108,서울,2021-11-08,8.6,4.5,15.5,25.7,3.2,82.1,rainy
312,108,서울,2021-11-09,4.9,3.0,6.5,2.0,2.4,80.3,rainy
313,108,서울,2021-11-10,4.2,0.7,7.7,0.3,2.5,73.4,rainy
314,108,서울,2021-11-11,5.3,2.1,9.7,0.0,2.9,60.6,sunny
315,108,서울,2021-11-12,4.5,1.3,8.6,0.0,2.6,55.4,sunny
316,108,서울,2021-11-13,7.3,0.5,13.4,0.0,1.5,66.1,sunny
317,108,서울,2021-11-14,11.3,7.8,16.4,0.0,2.2,69.8,sunny
318,108,서울,2021-11-15,10.1,5.8,15.7,0.0,1.6,71.3,sunny
319,108,서울,2021-11-16,8.5,4.4,13.6,0.0,1.9,65.5,sunny
320,108,서울,2021-11-17,7.5,2.7,12.5,0.0,1.6,64.1,sunny
321,108,서울,2021-11-18,11.9,7.7,16.2,0.0,2.4,70.8,sunny
322,108,서울,2021-11-19,12.9,10.2,16.7,0.0,1.9,84.8,sunny
323,108,서울,2021-11-20,10.4,6.8,15.6,0.0,1.6,77.0,sunny
324,108,서울,2021-11-21,10.4,7.6,13.1,5.9,1.9,74.4,rainy
325,108,서울,2021-11-22,2.7,-0.6,7.5,1.3,4.1,61.8,rainy
326,108,서울,2021-11-23,-0.6,-3.7,2.3,0.0,3.2,60.9,sunny
327,108,서울,2021-11-24,4.1,-2.6,9.1,0.0,1.9,64.3,sunny
328,108,서울,2021-11-25,5.7,2.6,9.9,0.0,2.2,55.0,sunny
329,108,서울,2021-11-26,2.9,-0.5,7.2,0.0,2.2,57.5,sunny
