연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
2021,09,08,수,SSG,LG,인천SSG 랜더스필드,구름조금,25.8,0
2021,09,08,수,두산,키움히어로즈,서울 잠실 야구장,비,26.9,0
2021,09,07,화,두산,키움히어로즈,서울 잠실 야구장,비,20.9,0
2021,09,07,화,SSG,LG,인천SSG 랜더스필드,비,22.7,0
2021,09,07,화,삼성,롯데,대구 삼성 라이온즈 파크,흐림,25.5,1466
2021,09,07,화,NC,한화,창원NC파크,비,22.9,534
2021,09,07,화,KT,KIA,수원케이티위즈파크,비,22.7,0
2021,09,05,일,한화,KIA,대전 한화생명 이글스파크,비,24.8,1618
2021,09,05,일,키움히어로즈,SSG,서울고척스카이돔,구름많음,27.3,0
2021,09,05,일,NC,롯데,창원NC파크,비,23.8,2407
2021,09,05,일,삼성,두산,대구 삼성 라이온즈 파크,비,25.1,4795
2021,09,05,일,LG,KT,서울 잠실 야구장,구름많음,27.3,0
2021,09,04,토,LG,KT,서울 잠실 야구장,구름조금,28.6,0
2021,09,04,토,삼성,두산,대구 삼성 라이온즈 파크,구름많음,26.8,4769
2021,09,04,토,NC,롯데,창원NC파크,흐림,26.7,2368
2021,09,04,토,키움히어로즈,SSG,서울고척스카이돔,구름조금,28.6,0
2021,09,04,토,한화,KIA,대전 한화생명 이글스파크,구름많음,28.5,1647
2021,09,03,금,롯데,한화,부산 사직 야구장,비,25.5,0
2021,09,03,금,롯데,한화,부산 사직 야구장,비,25.5,0
2021,09,03,금,LG,NC,서울 잠실 야구장,맑음,29.2,0
2021,09,03,금,SSG,두산,인천SSG 랜더스필드,구름조금,28.3,0
2021,09,03,금,KIA,삼성,광주-기아 챔피언스 필드,비,27.5,887
2021,09,03,금,키움히어로즈,KT,서울고척스카이돔,맑음,29.2,0
2021,09,02,목,LG,NC,서울 잠실 야구장,흐림,26.7,0
2021,09,02,목,SSG,두산,인천SSG 랜더스필드,비,25.5,0
2021,09,02,목,롯데,한화,부산 사직 야구장,비,24.5,0
2021,09,02,목,KIA,삼성,광주-기아 챔피언스 필드,비,24,555
2021,09,02,목,키움히어로즈,KT,서울고척스카이돔,흐림,26.7,0
2021,09,01,수,두산,KIA,서울 잠실 야구장,비,23.9,0
2021,09,01,수,SSG,NC,인천SSG 랜더스필드,흐림,23.7,0
2021,09,01,수,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,28.2,580
2021,09,01,수,두산,KIA,서울 잠실 야구장,비,23.9,0
2021,09,01,수,SSG,NC,인천SSG 랜더스필드,흐림,23.7,0
2021,09,01,수,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,28.2,0
2021,09,01,수,롯데,LG,부산 사직 야구장,비,28.5,0
2021,09,01,수,한화,KT,대전 한화생명 이글스파크,비,25.1,227
2021,08,31,화,두산,KIA,서울 잠실 야구장,비,23.1,0
2021,08,31,화,SSG,NC,인천SSG 랜더스필드,비,23.4,0
2021,08,31,화,롯데,LG,부산 사직 야구장,비,29.5,0
2021,08,31,화,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,29.1,1495
2021,08,31,화,한화,KT,대전 한화생명 이글스파크,비,27.4,0
2021,08,29,일,LG,키움히어로즈,서울 잠실 야구장,비,26.3,0
2021,08,29,일,SSG,KIA,인천SSG 랜더스필드,비,25.4,0
2021,08,29,일,롯데,두산,부산 사직 야구장,비,30,0
2021,08,29,일,KT,삼성,수원케이티위즈파크,비,27.2,0
2021,08,29,일,한화,NC,대전 한화생명 이글스파크,비,26.7,0
2021,08,28,토,한화,NC,대전 한화생명 이글스파크,흐림,26.3,0
2021,08,28,토,KT,삼성,수원케이티위즈파크,흐림,27.4,0
2021,08,28,토,롯데,두산,부산 사직 야구장,비,30.3,0
2021,08,28,토,SSG,KIA,인천SSG 랜더스필드,흐림,26.2,0
2021,08,28,토,LG,키움히어로즈,서울 잠실 야구장,흐림,28.2,0
2021,08,27,금,LG,삼성,서울 잠실 야구장,비,25.5,0
2021,08,27,금,KT,SSG,수원케이티위즈파크,비,25.4,0
2021,08,27,금,KIA,롯데,광주-기아 챔피언스 필드,비,28.2,0
2021,08,27,금,키움히어로즈,한화,서울고척스카이돔,비,25.5,0
2021,08,27,금,NC,두산,창원NC파크,비,28.4,0
2021,08,26,목,NC,두산,창원NC파크,구름많음,32.6,0
2021,08,26,목,NC,두산,창원NC파크,구름많음,32.6,0
2021,08,26,목,LG,삼성,서울 잠실 야구장,비,27.9,0
2021,08,26,목,KT,SSG,수원케이티위즈파크,흐림,28.3,0
2021,08,26,목,KIA,롯데,광주-기아 챔피언스 필드,구름많음,31.3,1131
2021,08,26,목,키움히어로즈,한화,서울고척스카이돔,비,27.9,0
2021,08,25,수,LG,삼성,서울 잠실 야구장,비,27.3,0
2021,08,25,수,NC,두산,창원NC파크,비,26.8,0
2021,08,25,수,KT,SSG,수원케이티위즈파크,비,25.8,0
2021,08,25,수,KIA,롯데,광주-기아 챔피언스 필드,비,28.7,579
2021,08,25,수,키움히어로즈,한화,서울고척스카이돔,비,27.3,0
2021,08,24,화,두산,한화,서울 잠실 야구장,비,26.4,0
2021,08,24,화,롯데,KT,부산 사직 야구장,비,26.8,0
2021,08,24,화,삼성,SSG,대구 삼성 라이온즈 파크,비,29.2,852
2021,08,24,화,NC,LG,창원NC파크,비,28.5,0
2021,08,24,화,KIA,키움히어로즈,광주-기아 챔피언스 필드,비,28,379
2021,08,23,월,KIA,키움히어로즈,광주-기아 챔피언스 필드,비,26.1,0
2021,08,23,월,NC,LG,창원NC파크,비,24.2,0
2021,08,23,월,삼성,SSG,대구 삼성 라이온즈 파크,비,24.9,0
2021,08,23,월,롯데,KT,부산 사직 야구장,비,26.7,0
2021,08,23,월,두산,한화,서울 잠실 야구장,비,24,0
2021,08,22,일,두산,한화,서울 잠실 야구장,흐림,27,0
2021,08,22,일,롯데,KT,부산 사직 야구장,구름많음,29.7,0
2021,08,22,일,삼성,SSG,대구 삼성 라이온즈 파크,흐림,31.5,4433
2021,08,22,일,NC,LG,창원NC파크,구름많음,31.3,0
2021,08,22,일,KIA,키움히어로즈,광주-기아 챔피언스 필드,흐림,29.8,1340
2021,08,21,토,KIA,키움히어로즈,광주-기아 챔피언스 필드,비,25.9,0
2021,08,21,토,NC,LG,창원NC파크,비,24.9,0
2021,08,21,토,삼성,SSG,대구 삼성 라이온즈 파크,비,25.8,0
2021,08,21,토,롯데,KT,부산 사직 야구장,비,25.7,0
2021,08,21,토,두산,한화,서울 잠실 야구장,비,25.5,0
2021,08,20,금,두산,한화,서울 잠실 야구장,구름많음,30.7,0
2021,08,20,금,롯데,KT,부산 사직 야구장,구름조금,29.3,0
2021,08,20,금,삼성,SSG,대구 삼성 라이온즈 파크,구름조금,31.9,2504
2021,08,20,금,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름조금,29.8,1157
2021,08,20,금,NC,LG,창원NC파크,구름조금,29.8,0
2021,08,19,목,한화,삼성,대전 한화생명 이글스파크,비,29.4,0
2021,08,19,목,KT,LG,수원케이티위즈파크,구름조금,31.5,0
2021,08,19,목,롯데,키움히어로즈,부산 사직 야구장,흐림,28.1,0
2021,08,19,목,SSG,NC,인천SSG 랜더스필드,구름조금,29.3,0
2021,08,19,목,두산,KIA,서울 잠실 야구장,구름조금,31.5,0
2021,08,18,수,두산,KIA,서울 잠실 야구장,비,31,0
2021,08,18,수,SSG,NC,인천SSG 랜더스필드,비,28.7,0
2021,08,18,수,롯데,키움히어로즈,부산 사직 야구장,비,25.9,0
2021,08,18,수,KT,LG,수원케이티위즈파크,비,30.2,0
2021,08,18,수,한화,삼성,대전 한화생명 이글스파크,비,30.1,0
2021,08,17,화,한화,삼성,대전 한화생명 이글스파크,비,29.8,0
2021,08,17,화,KT,LG,수원케이티위즈파크,비,31.2,0
2021,08,17,화,롯데,키움히어로즈,부산 사직 야구장,비,26.1,0
2021,08,17,화,SSG,NC,인천SSG 랜더스필드,비,30.4,0
2021,08,17,화,두산,KIA,서울 잠실 야구장,비,31.3,0
2021,08,15,일,LG,롯데,서울 잠실 야구장,맑음,32.4,0
2021,08,15,일,SSG,KIA,인천SSG 랜더스필드,맑음,30.7,0
2021,08,15,일,KT,삼성,수원케이티위즈파크,구름조금,32.6,0
2021,08,15,일,키움히어로즈,두산,서울고척스카이돔,맑음,32.4,0
2021,08,15,일,한화,NC,대전 한화생명 이글스파크,구름조금,31.7,0
2021,08,14,토,한화,NC,대전 한화생명 이글스파크,비,29.5,0
2021,08,14,토,키움히어로즈,두산,서울고척스카이돔,구름많음,30.5,0
2021,08,14,토,KT,삼성,수원케이티위즈파크,구름많음,30.6,0
2021,08,14,토,SSG,KIA,인천SSG 랜더스필드,구름많음,30,0
2021,08,14,토,LG,롯데,서울 잠실 야구장,구름많음,30.5,0
2021,08,13,금,LG,롯데,서울 잠실 야구장,흐림,30.1,0
2021,08,13,금,SSG,KIA,인천SSG 랜더스필드,흐림,29.5,0
2021,08,13,금,KT,삼성,수원케이티위즈파크,흐림,30,0
2021,08,13,금,키움히어로즈,두산,서울고척스카이돔,흐림,30.1,0
2021,08,13,금,한화,NC,대전 한화생명 이글스파크,흐림,30.3,0
2021,08,12,목,키움히어로즈,KT,서울고척스카이돔,구름많음,31.7,0
2021,08,12,목,KIA,한화,광주-기아 챔피언스 필드,비,30.3,0
2021,08,12,목,NC,롯데,창원NC파크,비,30.2,0
2021,08,12,목,삼성,두산,대구 삼성 라이온즈 파크,구름많음,30.9,2489
2021,08,12,목,LG,SSG,서울 잠실 야구장,구름많음,31.7,0
2021,08,11,수,LG,SSG,서울 잠실 야구장,구름많음,31.6,0
2021,08,11,수,삼성,두산,대구 삼성 라이온즈 파크,비,32.5,2433
2021,08,11,수,NC,롯데,창원NC파크,구름조금,30.9,0
2021,08,11,수,KIA,한화,광주-기아 챔피언스 필드,구름조금,30.9,1853
2021,08,11,수,키움히어로즈,KT,서울고척스카이돔,구름많음,31.6,0
2021,08,10,화,키움히어로즈,KT,서울고척스카이돔,구름조금,32.2,0
2021,08,10,화,KIA,한화,광주-기아 챔피언스 필드,구름많음,32.3,836
2021,08,10,화,NC,롯데,창원NC파크,비,31.2,0
2021,08,10,화,삼성,두산,대구 삼성 라이온즈 파크,비,27.8,0
2021,08,10,화,LG,SSG,서울 잠실 야구장,구름조금,32.2,0
2021,07,18,일,두산,KT,서울 잠실 야구장,구름많음,34.1,0
2021,07,18,일,롯데,SSG,부산 사직 야구장,구름많음,29,0
2021,07,18,일,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,31.9,0
2021,07,18,일,NC,KIA,창원NC파크,흐림,31.6,0
2021,07,18,일,한화,LG,대전 한화생명 이글스파크,비,32.5,0
2021,07,17,토,한화,LG,대전 한화생명 이글스파크,구름많음,32.1,0
2021,07,17,토,NC,KIA,창원NC파크,비,30.2,0
2021,07,17,토,삼성,키움히어로즈,대구 삼성 라이온즈 파크,구름많음,30.4,0
2021,07,17,토,롯데,SSG,부산 사직 야구장,비,28,0
2021,07,17,토,두산,KT,서울 잠실 야구장,구름조금,32.8,0
2021,07,16,금,두산,KT,서울 잠실 야구장,구름조금,35.2,0
2021,07,16,금,롯데,SSG,부산 사직 야구장,비,30.4,0
2021,07,16,금,삼성,키움히어로즈,대구 삼성 라이온즈 파크,구름많음,31.9,0
2021,07,16,금,한화,LG,대전 한화생명 이글스파크,비,34,0
2021,07,16,금,NC,KIA,창원NC파크,구름많음,33.4,0
2021,07,15,목,KIA,삼성,광주-기아 챔피언스 필드,구름많음,33.4,0
2021,07,15,목,KT,NC,수원케이티위즈파크,구름조금,34.5,0
2021,07,15,목,롯데,한화,부산 사직 야구장,구름조금,30,0
2021,07,15,목,SSG,두산,인천SSG 랜더스필드,구름조금,31.2,0
2021,07,15,목,LG,키움히어로즈,서울 잠실 야구장,구름조금,34.5,0
2021,07,14,수,LG,키움히어로즈,서울 잠실 야구장,구름많음,33.5,0
2021,07,14,수,SSG,두산,인천SSG 랜더스필드,구름많음,31.5,0
2021,07,14,수,롯데,한화,부산 사직 야구장,구름조금,30,0
2021,07,14,수,KT,NC,수원케이티위즈파크,구름많음,33.5,0
2021,07,14,수,KIA,삼성,광주-기아 챔피언스 필드,흐림,31.4,0
2021,07,13,화,LG,키움히어로즈,서울 잠실 야구장,구름많음,31.5,0
2021,07,13,화,SSG,두산,인천SSG 랜더스필드,구름많음,29.8,0
2021,07,13,화,롯데,한화,부산 사직 야구장,구름조금,29.5,0
2021,07,13,화,KT,NC,수원케이티위즈파크,구름많음,32.7,0
2021,07,13,화,KIA,삼성,광주-기아 챔피언스 필드,구름많음,32.3,0
2021,07,11,일,키움히어로즈,NC,서울고척스카이돔,비,27.5,0
2021,07,11,일,KIA,KT,광주-기아 챔피언스 필드,구름많음,31.8,1546
2021,07,11,일,삼성,롯데,대구 삼성 라이온즈 파크,비,33.8,5890
2021,07,11,일,SSG,한화,인천SSG 랜더스필드,흐림,25.9,3754
2021,07,11,일,두산,LG,서울 잠실 야구장,비,27.5,0
2021,07,10,토,두산,LG,서울 잠실 야구장,비,29.2,0
2021,07,10,토,SSG,한화,인천SSG 랜더스필드,비,26.8,4747
2021,07,10,토,삼성,롯데,대구 삼성 라이온즈 파크,비,32.6,8207
2021,07,10,토,KIA,KT,광주-기아 챔피언스 필드,구름많음,31.3,0
2021,07,10,토,키움히어로즈,NC,서울고척스카이돔,비,29.2,0
2021,07,09,금,키움히어로즈,NC,서울고척스카이돔,구름많음,29.2,0
2021,07,09,금,KIA,KT,광주-기아 챔피언스 필드,비,30.2,1168
2021,07,09,금,삼성,롯데,대구 삼성 라이온즈 파크,비,29.1,2754
2021,07,09,금,SSG,한화,인천SSG 랜더스필드,구름많음,27.3,3370
2021,07,09,금,두산,LG,서울 잠실 야구장,구름많음,29.2,0
2021,07,08,목,두산,NC,서울 잠실 야구장,비,29.8,0
2021,07,08,목,롯데,LG,부산 사직 야구장,비,27.7,0
2021,07,08,목,삼성,KT,대구 삼성 라이온즈 파크,비,29.6,1994
2021,07,08,목,키움히어로즈,SSG,서울고척스카이돔,비,29.8,1436
2021,07,08,목,한화,KIA,대전 한화생명 이글스파크,비,30.7,0
2021,07,07,수,한화,KIA,대전 한화생명 이글스파크,비,28.5,518
2021,07,07,수,키움히어로즈,SSG,서울고척스카이돔,비,29.1,1328
2021,07,07,수,삼성,KT,대구 삼성 라이온즈 파크,비,26.2,0
2021,07,07,수,롯데,LG,부산 사직 야구장,비,26.4,0
2021,07,07,수,두산,NC,서울 잠실 야구장,비,29.1,924
2021,07,06,화,두산,NC,서울 잠실 야구장,구름많음,30.1,1633
2021,07,06,화,롯데,LG,부산 사직 야구장,비,24.7,0
2021,07,06,화,삼성,KT,대구 삼성 라이온즈 파크,비,25.8,0
2021,07,06,화,키움히어로즈,SSG,서울고척스카이돔,구름많음,30.1,1549
2021,07,06,화,한화,KIA,대전 한화생명 이글스파크,비,26.2,0
2021,07,05,월,KIA,두산,광주-기아 챔피언스 필드,비,23.1,0
2021,07,05,월,KT,키움히어로즈,수원케이티위즈파크,흐림,27.4,1015
2021,07,05,월,NC,삼성,창원NC파크,비,24.4,0
2021,07,05,월,SSG,롯데,인천SSG 랜더스필드,흐림,25.5,2473
2021,07,05,월,LG,한화,서울 잠실 야구장,흐림,26.9,2075
2021,07,04,일,LG,한화,서울 잠실 야구장,비,23.1,3428
2021,07,04,일,SSG,롯데,인천SSG 랜더스필드,비,22.4,4288
2021,07,04,일,NC,삼성,창원NC파크,비,30.8,3603
2021,07,04,일,KT,키움히어로즈,수원케이티위즈파크,비,24.7,2066
2021,07,04,일,KIA,두산,광주-기아 챔피언스 필드,비,25.4,1218
2021,07,03,토,KIA,두산,광주-기아 챔피언스 필드,비,25.4,0
2021,07,03,토,KT,키움히어로즈,수원케이티위즈파크,비,26.8,0
2021,07,03,토,NC,삼성,창원NC파크,비,25.2,0
2021,07,03,토,SSG,롯데,인천SSG 랜더스필드,비,26.6,0
2021,07,03,토,LG,한화,서울 잠실 야구장,비,25.7,0
2021,07,02,금,LG,한화,서울 잠실 야구장,구름많음,31.8,4589
2021,07,02,금,SSG,롯데,인천SSG 랜더스필드,구름조금,31.2,4529
2021,07,02,금,KT,키움히어로즈,수원케이티위즈파크,구름조금,31.9,1667
2021,07,02,금,KIA,두산,광주-기아 챔피언스 필드,구름많음,31.4,1391
2021,07,02,금,NC,삼성,창원NC파크,구름많음,30.6,3608
2021,07,01,목,LG,KT,서울 잠실 야구장,맑음,31,2919
2021,07,01,목,SSG,삼성,인천SSG 랜더스필드,구름조금,29.3,3239
2021,07,01,목,KIA,NC,광주-기아 챔피언스 필드,구름조금,31.2,842
2021,07,01,목,키움히어로즈,롯데,서울고척스카이돔,맑음,31,2049
2021,07,01,목,한화,두산,대전 한화생명 이글스파크,구름조금,32,1255
2021,06,30,수,LG,KT,서울 잠실 야구장,비,28.8,2851
2021,06,30,수,SSG,삼성,인천SSG 랜더스필드,구름많음,28,2481
2021,06,30,수,SSG,삼성,인천SSG 랜더스필드,구름많음,28,2886
2021,06,30,수,LG,KT,서울 잠실 야구장,비,28.8,0
2021,06,30,수,KIA,NC,광주-기아 챔피언스 필드,비,28.8,0
2021,06,30,수,키움히어로즈,롯데,서울고척스카이돔,비,28.8,2001
2021,06,30,수,한화,두산,대전 한화생명 이글스파크,비,30.1,1082
2021,06,29,화,LG,KT,서울 잠실 야구장,비,28.4,0
2021,06,29,화,SSG,삼성,인천SSG 랜더스필드,구름많음,27.9,3120
2021,06,29,화,KIA,NC,광주-기아 챔피언스 필드,비,29.3,746
2021,06,29,화,키움히어로즈,롯데,서울고척스카이돔,비,28.4,1639
2021,06,29,화,한화,두산,대전 한화생명 이글스파크,비,29.4,0
2021,06,27,일,두산,롯데,서울 잠실 야구장,비,30.8,4549
2021,06,27,일,삼성,LG,대구 삼성 라이온즈 파크,구름조금,29.9,8007
2021,06,27,일,NC,SSG,창원NC파크,구름조금,29.9,2771
2021,06,27,일,키움히어로즈,KIA,서울고척스카이돔,비,30.8,2696
2021,06,27,일,한화,KT,대전 한화생명 이글스파크,비,30.3,1545
2021,06,26,토,삼성,LG,대구 삼성 라이온즈 파크,비,27.2,3445
2021,06,26,토,두산,롯데,서울 잠실 야구장,비,26.7,5297
2021,06,26,토,NC,SSG,창원NC파크,비,27,3576
2021,06,26,토,키움히어로즈,KIA,서울고척스카이돔,비,26.7,3346
2021,06,26,토,한화,KT,대전 한화생명 이글스파크,비,26.5,2241
2021,06,26,토,삼성,LG,대구 삼성 라이온즈 파크,비,27.2,8162
2021,06,25,금,두산,롯데,서울 잠실 야구장,구름조금,29.5,3558
2021,06,25,금,삼성,LG,대구 삼성 라이온즈 파크,비,29.8,0
2021,06,25,금,키움히어로즈,KIA,서울고척스카이돔,구름조금,29.5,1981
2021,06,25,금,한화,KT,대전 한화생명 이글스파크,비,30.5,1123
2021,06,25,금,NC,SSG,창원NC파크,구름많음,29.4,2375
2021,06,24,목,두산,키움히어로즈,서울 잠실 야구장,구름조금,28,1773
2021,06,24,목,SSG,LG,인천SSG 랜더스필드,구름조금,26,4253
2021,06,24,목,롯데,NC,부산 사직 야구장,구름많음,25.4,2197
2021,06,24,목,삼성,한화,대구 삼성 라이온즈 파크,구름많음,28.5,3029
2021,06,24,목,KT,KIA,수원케이티위즈파크,맑음,27.9,1625
2021,06,23,수,KT,KIA,수원케이티위즈파크,비,26.2,1368
2021,06,23,수,삼성,한화,대구 삼성 라이온즈 파크,비,24.4,2366
2021,06,23,수,롯데,NC,부산 사직 야구장,구름많음,25.4,1705
2021,06,23,수,SSG,LG,인천SSG 랜더스필드,구름조금,26,3587
2021,06,23,수,두산,키움히어로즈,서울 잠실 야구장,비,27.9,1585
2021,06,22,화,두산,키움히어로즈,서울 잠실 야구장,구름많음,28.6,1364
2021,06,22,화,SSG,LG,인천SSG 랜더스필드,구름많음,25.7,3625
2021,06,22,화,롯데,NC,부산 사직 야구장,비,25.1,2036
2021,06,22,화,삼성,한화,대구 삼성 라이온즈 파크,비,26.5,2127
2021,06,22,화,KT,KIA,수원케이티위즈파크,구름많음,28.5,1668
2021,06,20,일,LG,KIA,서울 잠실 야구장,구름조금,29,6602
2021,06,20,일,롯데,삼성,부산 사직 야구장,구름조금,26.5,3485
2021,06,20,일,NC,키움히어로즈,창원NC파크,구름조금,31.4,2071
2021,06,20,일,KT,두산,수원케이티위즈파크,구름조금,29.6,2585
2021,06,20,일,한화,SSG,대전 한화생명 이글스파크,구름조금,31,2107
2021,06,19,토,KT,두산,수원케이티위즈파크,구름조금,27.4,2274
2021,06,19,토,LG,KIA,서울 잠실 야구장,구름조금,27.4,7405
2021,06,19,토,롯데,삼성,부산 사직 야구장,맑음,27.2,5382
2021,06,19,토,NC,키움히어로즈,창원NC파크,맑음,30.2,3074
2021,06,19,토,한화,SSG,대전 한화생명 이글스파크,구름조금,29.1,3552
2021,06,19,토,KT,두산,수원케이티위즈파크,구름조금,27.4,2922
2021,06,18,금,LG,KIA,서울 잠실 야구장,비,21.4,4860
2021,06,18,금,롯데,삼성,부산 사직 야구장,비,22,1737
2021,06,18,금,KT,두산,수원케이티위즈파크,비,21.4,1445
2021,06,18,금,한화,SSG,대전 한화생명 이글스파크,비,23.5,1084
2021,06,18,금,NC,키움히어로즈,창원NC파크,비,26.3,1273
2021,06,17,목,두산,삼성,서울 잠실 야구장,흐림,25,3258
2021,06,17,목,NC,KT,창원NC파크,비,24.9,1143
2021,06,17,목,KIA,SSG,광주-기아 챔피언스 필드,비,25.7,925
2021,06,17,목,키움히어로즈,LG,서울고척스카이돔,흐림,25,1739
2021,06,17,목,한화,롯데,대전 한화생명 이글스파크,비,25.4,1078
2021,06,16,수,KIA,SSG,광주-기아 챔피언스 필드,구름많음,28,573
2021,06,16,수,한화,롯데,대전 한화생명 이글스파크,구름많음,27.2,805
2021,06,16,수,KIA,SSG,광주-기아 챔피언스 필드,구름많음,28,916
2021,06,16,수,한화,롯데,대전 한화생명 이글스파크,구름많음,27.2,1150
2021,06,16,수,두산,삼성,서울 잠실 야구장,맑음,28.9,3702
2021,06,16,수,NC,KT,창원NC파크,비,23.5,1127
2021,06,16,수,키움히어로즈,LG,서울고척스카이돔,맑음,28.9,1445
2021,06,15,화,두산,삼성,서울 잠실 야구장,비,25.3,2706
2021,06,15,화,NC,KT,창원NC파크,비,22.7,0
2021,06,15,화,KIA,SSG,광주-기아 챔피언스 필드,비,22.6,0
2021,06,15,화,키움히어로즈,LG,서울고척스카이돔,비,25.3,1348
2021,06,15,화,한화,롯데,대전 한화생명 이글스파크,비,24.1,1067
2021,06,13,일,롯데,KIA,부산 사직 야구장,구름많음,26.8,2119
2021,06,13,일,LG,두산,서울 잠실 야구장,구름조금,29.7,2472
2021,06,13,일,SSG,키움히어로즈,인천SSG 랜더스필드,구름많음,24.1,2300
2021,06,13,일,삼성,NC,대구 삼성 라이온즈 파크,비,31.7,2240
2021,06,13,일,KT,한화,수원케이티위즈파크,구름조금,28.9,2000
2021,06,13,일,롯데,KIA,부산 사직 야구장,구름많음,26.8,2284
2021,06,12,토,롯데,KIA,부산 사직 야구장,비,21.6,0
2021,06,12,토,LG,두산,서울 잠실 야구장,구름조금,30.2,2472
2021,06,12,토,SSG,키움히어로즈,인천SSG 랜더스필드,구름많음,27.3,2300
2021,06,12,토,롯데,KIA,부산 사직 야구장,비,21.6,0
2021,06,12,토,삼성,NC,대구 삼성 라이온즈 파크,흐림,28,2317
2021,06,12,토,KT,한화,수원케이티위즈파크,구름조금,29,2000
2021,06,11,금,LG,두산,서울 잠실 야구장,비,24.4,2472
2021,06,11,금,SSG,키움히어로즈,인천SSG 랜더스필드,비,22.6,2231
2021,06,11,금,롯데,KIA,부산 사직 야구장,비,22.9,0
2021,06,11,금,삼성,NC,대구 삼성 라이온즈 파크,비,25.5,1233
2021,06,11,금,KT,한화,수원케이티위즈파크,비,25.7,1661
2021,06,10,목,롯데,두산,부산 사직 야구장,구름많음,26,1422
2021,06,10,목,LG,NC,서울 잠실 야구장,비,29.8,1624
2021,06,10,목,SSG,KT,인천SSG 랜더스필드,비,28,0
2021,06,10,목,한화,키움히어로즈,대전 한화생명 이글스파크,비,31.6,872
2021,06,10,목,삼성,KIA,대구 삼성 라이온즈 파크,흐림,30.5,1597
2021,06,09,수,LG,NC,서울 잠실 야구장,구름조금,31.6,1736
2021,06,09,수,SSG,KT,인천SSG 랜더스필드,구름조금,29.5,1792
2021,06,09,수,롯데,두산,부산 사직 야구장,맑음,27.8,1308
2021,06,09,수,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,32.7,1341
2021,06,09,수,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,32.9,920
2021,06,08,화,롯데,두산,부산 사직 야구장,구름조금,26.2,1285
2021,06,08,화,LG,NC,서울 잠실 야구장,비,29.5,1847
2021,06,08,화,SSG,KT,인천SSG 랜더스필드,비,24.4,1902
2021,06,08,화,한화,키움히어로즈,대전 한화생명 이글스파크,구름많음,31.2,936
2021,06,08,화,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,33.2,1241
2021,06,06,일,두산,SSG,서울 잠실 야구장,구름조금,28.2,2427
2021,06,06,일,NC,한화,창원NC파크,구름조금,28.6,2296
2021,06,06,일,KT,롯데,수원케이티위즈파크,구름조금,27.5,2000
2021,06,06,일,KIA,LG,광주-기아 챔피언스 필드,맑음,28.7,1807
2021,06,06,일,키움히어로즈,삼성,서울고척스카이돔,구름조금,28.2,1674
2021,06,05,토,KT,롯데,수원케이티위즈파크,구름조금,25.9,2000
2021,06,05,토,두산,SSG,서울 잠실 야구장,구름조금,25.7,2427
2021,06,05,토,KIA,LG,광주-기아 챔피언스 필드,구름조금,27,2983
2021,06,05,토,NC,한화,창원NC파크,구름조금,28.2,3365
2021,06,05,토,키움히어로즈,삼성,서울고척스카이돔,구름조금,25.7,1674
2021,06,04,금,KIA,LG,광주-기아 챔피언스 필드,비,25.2,1230
2021,06,04,금,NC,한화,창원NC파크,비,27.3,1742
2021,06,04,금,키움히어로즈,삼성,서울고척스카이돔,구름조금,23.6,1585
2021,06,04,금,KT,롯데,수원케이티위즈파크,맑음,24.1,1709
2021,06,04,금,두산,SSG,서울 잠실 야구장,구름조금,23.6,2427
2021,06,03,목,LG,KT,서울 잠실 야구장,비,22.7,0
2021,06,03,목,SSG,삼성,인천SSG 랜더스필드,비,21.9,0
2021,06,03,목,NC,두산,창원NC파크,비,19.2,0
2021,06,03,목,키움히어로즈,롯데,서울고척스카이돔,비,22.7,1197
2021,06,03,목,한화,KIA,대전 한화생명 이글스파크,비,21.7,0
2021,06,02,수,한화,KIA,대전 한화생명 이글스파크,구름조금,30.6,1474
2021,06,02,수,키움히어로즈,롯데,서울고척스카이돔,구름조금,29.7,1048
2021,06,02,수,NC,두산,창원NC파크,흐림,28.6,1354
2021,06,02,수,SSG,삼성,인천SSG 랜더스필드,구름조금,27.4,2300
2021,06,02,수,LG,KT,서울 잠실 야구장,구름조금,29.7,1820
2021,06,01,화,LG,KT,서울 잠실 야구장,비,23.9,1656
2021,06,01,화,SSG,삼성,인천SSG 랜더스필드,비,22.3,2300
2021,06,01,화,NC,두산,창원NC파크,구름조금,28.7,1414
2021,06,01,화,한화,KIA,대전 한화생명 이글스파크,구름많음,28,1133
2021,06,01,화,키움히어로즈,롯데,서울고척스카이돔,비,23.9,1090
2021,05,30,일,LG,키움히어로즈,서울 잠실 야구장,비,26.3,2472
2021,05,30,일,롯데,NC,부산 사직 야구장,맑음,23.9,2874
2021,05,30,일,삼성,두산,대구 삼성 라이온즈 파크,구름조금,28.5,6500
2021,05,30,일,KIA,KT,광주-기아 챔피언스 필드,맑음,29.5,3179
