연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
2023,10,17,화,KIA,NC,광주-기아 챔피언스 필드,맑음,21.7,"10,175"
2023,10,17,화,SSG,두산,인천SSG 랜더스필드,맑음,19.5,"21,007"
2023,10,16,월,두산,SSG,서울 잠실 야구장,맑음,19.6,"15,850"
2023,10,16,월,한화,롯데,대전 한화생명 이글스파크,맑음,20.7,"12,000"
2023,10,16,월,KIA,NC,광주-기아 챔피언스 필드,맑음,20.6,"5,251"
2023,10,15,일,LG,두산,서울 잠실 야구장,맑음,21.2,"23,750"
2023,10,15,일,NC,삼성,창원NC파크,맑음,24,"17,861"
2023,10,15,일,한화,롯데,대전 한화생명 이글스파크,맑음,21.1,"9,840"
2023,10,14,토,한화,롯데,대전 한화생명 이글스파크,구름많음,21.7,"9,153"
2023,10,14,토,삼성,SSG,대구 삼성 라이온즈 파크,비,24,"24,000"
2023,10,14,토,LG,두산,서울 잠실 야구장,비,18.2,"21,771"
2023,10,13,금,두산,KIA,서울 잠실 야구장,흐림,21.5,"19,188"
2023,10,13,금,SSG,키움히어로즈,인천SSG 랜더스필드,구름많음,21.5,"16,783"
2023,10,13,금,NC,LG,창원NC파크,흐림,23.5,"6,257"
2023,10,12,목,KIA,롯데,광주-기아 챔피언스 필드,구름조금,24.2,"4,767"
2023,10,12,목,두산,NC,서울 잠실 야구장,구름조금,24.1,"7,113"
2023,10,11,수,KIA,키움히어로즈,광주-기아 챔피언스 필드,맑음,24.3,"3,656"
2023,10,11,수,롯데,두산,부산 사직 야구장,맑음,24.5,"9,940"
2023,10,10,화,LG,롯데,서울 잠실 야구장,맑음,23.5,"18,521"
2023,10,10,화,NC,한화,창원NC파크,구름조금,23.9,"7,342"
2023,10,10,화,KT,두산,수원케이티위즈파크,맑음,23.3,"10,937"
2023,10,10,화,KIA,SSG,광주-기아 챔피언스 필드,구름조금,22.5,"8,333"
2023,10,10,화,키움히어로즈,삼성,서울고척스카이돔,맑음,23.5,"11,757"
2023,10,09,월,KIA,삼성,광주-기아 챔피언스 필드,흐림,23.2,"12,758"
2023,10,09,월,NC,한화,창원NC파크,흐림,23.8,"8,716"
2023,10,09,월,LG,롯데,서울 잠실 야구장,비,22.4,"22,807"
2023,10,08,일,두산,롯데,서울 잠실 야구장,흐림,19.5,"21,392"
2023,10,08,일,NC,SSG,창원NC파크,비,22.5,"10,073"
2023,10,08,일,KT,한화,수원케이티위즈파크,흐림,20.1,"15,197"
2023,10,08,일,KIA,삼성,광주-기아 챔피언스 필드,비,22.7,"16,005"
2023,10,07,토,키움히어로즈,LG,서울고척스카이돔,흐림,21.2,"13,301"
2023,10,07,토,KT,한화,수원케이티위즈파크,흐림,20.7,"15,210"
2023,10,07,토,NC,SSG,창원NC파크,흐림,21.7,"13,479"
2023,10,07,토,두산,롯데,서울 잠실 야구장,흐림,21.2,"19,916"
2023,10,06,금,LG,KIA,서울 잠실 야구장,구름많음,21.5,"23,750"
2023,10,06,금,SSG,한화,인천SSG 랜더스필드,구름많음,20.6,"15,755"
2023,10,06,금,KT,삼성,수원케이티위즈파크,구름많음,20.8,"8,132"
2023,10,05,목,KT,KIA,수원케이티위즈파크,맑음,19.3,"7,264"
2023,10,05,목,삼성,한화,대구 삼성 라이온즈 파크,구름조금,21.2,"14,483"
2023,10,05,목,롯데,LG,부산 사직 야구장,구름조금,22.7,"10,040"
2023,10,05,목,SSG,NC,인천SSG 랜더스필드,맑음,18.6,"9,004"
2023,10,04,수,KT,KIA,수원케이티위즈파크,비,23.9,"3,908"
2023,10,04,수,KT,KIA,수원케이티위즈파크,비,23.9,"5,907"
2023,10,04,수,SSG,NC,인천SSG 랜더스필드,비,22.8,"8,006"
2023,10,04,수,롯데,LG,부산 사직 야구장,구름많음,26.5,"6,970"
2023,10,04,수,삼성,한화,대구 삼성 라이온즈 파크,구름많음,24.8,"12,571"
2023,10,03,화,두산,키움히어로즈,서울 잠실 야구장,구름조금,22.5,"14,588"
2023,10,03,화,SSG,NC,인천SSG 랜더스필드,구름조금,22.4,"14,507"
2023,10,03,화,KT,KIA,수원케이티위즈파크,구름조금,23,"16,841"
2023,10,03,화,롯데,삼성,부산 사직 야구장,비,22.5,"13,042"
2023,10,02,월,두산,키움히어로즈,서울 잠실 야구장,맑음,24.6,"18,050"
2023,10,02,월,롯데,삼성,부산 사직 야구장,구름조금,26.1,"15,868"
2023,10,02,월,롯데,삼성,부산 사직 야구장,구름조금,26.1,"16,293"
2023,10,02,월,한화,NC,대전 한화생명 이글스파크,구름조금,23.6,"12,000"
2023,10,02,월,KT,LG,수원케이티위즈파크,맑음,24.4,"18,700"
2023,10,01,일,두산,LG,서울 잠실 야구장,맑음,23.7,"23,750"
2023,10,01,일,SSG,KIA,인천SSG 랜더스필드,맑음,22.7,"22,701"
2023,10,01,일,롯데,삼성,부산 사직 야구장,맑음,26,"20,159"
2023,10,01,일,KT,키움히어로즈,수원케이티위즈파크,맑음,23.4,"11,337"
2023,10,01,일,한화,NC,대전 한화생명 이글스파크,맑음,23.3,"11,004"
2023,09,30,토,SSG,KIA,인천SSG 랜더스필드,비,22.4,"22,191"
2023,09,30,토,삼성,NC,대구 삼성 라이온즈 파크,비,25.1,"24,000"
2023,09,30,토,두산,LG,서울 잠실 야구장,비,22.2,"23,750"
2023,09,29,금,키움히어로즈,KIA,서울고척스카이돔,구름많음,26.9,"14,472"
2023,09,29,금,롯데,한화,부산 사직 야구장,구름조금,28.6,"10,279"
2023,09,29,금,두산,LG,서울 잠실 야구장,구름많음,26.9,"20,951"
2023,09,28,목,LG,삼성,서울 잠실 야구장,구름조금,27.3,"21,057"
2023,09,28,목,롯데,한화,부산 사직 야구장,맑음,29.3,"12,227"
2023,09,28,목,NC,KIA,창원NC파크,구름조금,29.9,"11,864"
2023,09,28,목,키움히어로즈,SSG,서울고척스카이돔,구름조금,27.3,"7,082"
2023,09,27,수,LG,KT,서울 잠실 야구장,비,23.7,"5,656"
2023,09,27,수,SSG,두산,인천SSG 랜더스필드,비,22.7,"6,526"
2023,09,27,수,NC,KIA,창원NC파크,흐림,28.4,"3,775"
2023,09,27,수,한화,삼성,대전 한화생명 이글스파크,비,23.9,"2,807"
2023,09,27,수,LG,KT,서울 잠실 야구장,비,23.7,"14,733"
2023,09,27,수,SSG,두산,인천SSG 랜더스필드,비,22.7,"12,132"
2023,09,27,수,NC,KIA,창원NC파크,흐림,28.4,"8,190"
2023,09,27,수,한화,삼성,대전 한화생명 이글스파크,비,23.9,"7,281"
2023,09,26,화,LG,KT,서울 잠실 야구장,비,20.8,0
2023,09,26,화,SSG,두산,인천SSG 랜더스필드,비,20.9,0
2023,09,26,화,NC,KIA,창원NC파크,비,22.3,"6,945"
2023,09,26,화,한화,삼성,대전 한화생명 이글스파크,비,22.2,0
2023,09,24,일,LG,한화,서울 잠실 야구장,구름조금,26.2,"20,369"
2023,09,24,일,SSG,롯데,인천SSG 랜더스필드,구름조금,25.6,"16,280"
2023,09,24,일,NC,두산,창원NC파크,구름조금,26.5,"8,247"
2023,09,24,일,KIA,KT,광주-기아 챔피언스 필드,구름조금,27.9,"10,108"
2023,09,23,토,KIA,KT,광주-기아 챔피언스 필드,구름많음,25.4,"13,846"
2023,09,23,토,NC,두산,창원NC파크,구름많음,26.4,"11,026"
2023,09,23,토,SSG,롯데,인천SSG 랜더스필드,구름조금,26.5,"19,725"
2023,09,23,토,LG,한화,서울 잠실 야구장,구름조금,27.6,"22,765"
2023,09,22,금,LG,NC,서울 잠실 야구장,맑음,26.7,"16,269"
2023,09,22,금,SSG,롯데,인천SSG 랜더스필드,맑음,25.3,"11,561"
2023,09,22,금,삼성,두산,대구 삼성 라이온즈 파크,구름조금,26.5,"11,568"
2023,09,22,금,KIA,KT,광주-기아 챔피언스 필드,구름조금,26.5,"10,221"
2023,09,22,금,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,24.9,"7,088"
2023,09,21,목,한화,KIA,대전 한화생명 이글스파크,비,21.5,"7,747"
2023,09,21,목,키움히어로즈,NC,서울고척스카이돔,구름많음,23.6,"5,178"
2023,09,21,목,KT,롯데,수원케이티위즈파크,흐림,22.4,"7,691"
2023,09,21,목,삼성,두산,대구 삼성 라이온즈 파크,비,21.2,"7,596"
2023,09,21,목,SSG,LG,인천SSG 랜더스필드,비,22.8,"12,353"
2023,09,20,수,두산,NC,서울 잠실 야구장,비,23.9,0
2023,09,20,수,삼성,SSG,대구 삼성 라이온즈 파크,비,24.9,0
2023,09,20,수,KT,LG,수원케이티위즈파크,비,22.5,0
2023,09,20,수,KIA,키움히어로즈,광주-기아 챔피언스 필드,비,25.5,0
2023,09,20,수,한화,롯데,대전 한화생명 이글스파크,비,22.9,0
2023,09,19,화,두산,NC,서울 잠실 야구장,흐림,27.2,"6,726"
2023,09,19,화,롯데,키움히어로즈,부산 사직 야구장,구름조금,29.5,"5,523"
2023,09,19,화,KT,삼성,수원케이티위즈파크,흐림,28.1,"7,216"
2023,09,19,화,KIA,LG,광주-기아 챔피언스 필드,구름많음,28.6,"8,871"
2023,09,19,화,한화,SSG,대전 한화생명 이글스파크,흐림,28.3,"4,014"
2023,09,18,월,한화,KT,대전 한화생명 이글스파크,비,30.1,"3,425"
2023,09,18,월,KIA,두산,광주-기아 챔피언스 필드,구름조금,30.4,"3,482"
2023,09,17,일,삼성,롯데,대구 삼성 라이온즈 파크,비,27.9,"18,746"
2023,09,17,일,KIA,두산,광주-기아 챔피언스 필드,비,28.7,"12,878"
2023,09,17,일,LG,SSG,서울 잠실 야구장,비,28,"15,193"
2023,09,17,일,한화,KT,대전 한화생명 이글스파크,흐림,28.6,"7,406"
2023,09,17,일,LG,SSG,서울 잠실 야구장,비,28,"14,237"
2023,09,17,일,한화,KT,대전 한화생명 이글스파크,흐림,28.6,"6,228"
2023,09,16,토,LG,SSG,서울 잠실 야구장,비,26.6,"18,576"
2023,09,16,토,롯데,키움히어로즈,부산 사직 야구장,비,25.8,0
2023,09,16,토,NC,삼성,창원NC파크,비,24.5,0
2023,09,16,토,KIA,두산,광주-기아 챔피언스 필드,비,27.1,0
2023,09,16,토,한화,KT,대전 한화생명 이글스파크,비,26.5,0
2023,09,15,금,한화,LG,대전 한화생명 이글스파크,비,24.2,"5,724"
2023,09,15,금,KIA,두산,광주-기아 챔피언스 필드,비,27.7,"7,350"
2023,09,15,금,NC,삼성,창원NC파크,비,24.2,"4,129"
2023,09,15,금,롯데,키움히어로즈,부산 사직 야구장,비,26.8,"6,409"
2023,09,14,목,두산,SSG,서울 잠실 야구장,흐림,27.2,"7,257"
2023,09,14,목,삼성,KT,대구 삼성 라이온즈 파크,비,24.5,"6,850"
2023,09,14,목,NC,LG,창원NC파크,비,24.5,0
2023,09,14,목,KIA,롯데,광주-기아 챔피언스 필드,비,26,0
2023,09,13,수,KIA,롯데,광주-기아 챔피언스 필드,비,25.4,"6,323"
2023,09,13,수,NC,KT,창원NC파크,비,27.7,"3,919"
2023,09,13,수,두산,SSG,서울 잠실 야구장,비,24.6,0
2023,09,12,화,두산,한화,서울 잠실 야구장,구름많음,29.8,"10,169"
2023,09,12,화,SSG,KT,인천SSG 랜더스필드,구름많음,28.7,"10,309"
2023,09,12,화,롯데,NC,부산 사직 야구장,구름많음,30.3,"8,202"
2023,09,12,화,삼성,KIA,대구 삼성 라이온즈 파크,흐림,30.6,"9,037"
2023,09,10,일,두산,삼성,서울 잠실 야구장,구름많음,29.6,"17,467"
2023,09,10,일,NC,롯데,창원NC파크,구름조금,30,"13,984"
2023,09,10,일,KT,SSG,수원케이티위즈파크,구름많음,30.4,"11,212"
2023,09,10,일,KIA,LG,광주-기아 챔피언스 필드,구름많음,30.7,"13,948"
2023,09,10,일,키움히어로즈,한화,서울고척스카이돔,구름많음,29.6,"11,313"
2023,09,09,토,두산,삼성,서울 잠실 야구장,구름조금,31.2,"14,279"
2023,09,09,토,NC,롯데,창원NC파크,맑음,30.8,"10,933"
2023,09,09,토,KIA,LG,광주-기아 챔피언스 필드,맑음,30.7,"11,820"
2023,09,09,토,키움히어로즈,한화,서울고척스카이돔,구름조금,31.2,"9,962"
2023,09,09,토,KT,SSG,수원케이티위즈파크,구름조금,31.1,"13,739"
2023,09,09,토,두산,삼성,서울 잠실 야구장,구름조금,31.2,"21,514"
2023,09,09,토,NC,롯데,창원NC파크,맑음,30.8,"17,861"
2023,09,09,토,KIA,LG,광주-기아 챔피언스 필드,맑음,30.7,"18,462"
2023,09,09,토,키움히어로즈,한화,서울고척스카이돔,구름조금,31.2,"10,028"
2023,09,08,금,두산,삼성,서울 잠실 야구장,맑음,30.5,"15,991"
2023,09,08,금,NC,롯데,창원NC파크,맑음,29.4,"12,684"
2023,09,08,금,KT,SSG,수원케이티위즈파크,맑음,30.6,"7,200"
2023,09,08,금,KIA,LG,광주-기아 챔피언스 필드,맑음,29.9,"12,280"
2023,09,08,금,키움히어로즈,한화,서울고척스카이돔,맑음,30.5,"7,715"
2023,09,07,목,롯데,삼성,울산문수야구장,구름조금,23.5,"7,156"
2023,09,07,목,한화,SSG,대전 한화생명 이글스파크,맑음,30.1,"7,236"
2023,09,07,목,KT,LG,수원케이티위즈파크,맑음,31.2,"10,799"
2023,09,07,목,NC,키움히어로즈,창원NC파크,맑음,30.1,"4,780"
2023,09,07,목,두산,KIA,서울 잠실 야구장,맑음,31.6,"21,838"
2023,09,06,수,두산,KIA,서울 잠실 야구장,맑음,32.1,"20,468"
2023,09,06,수,NC,키움히어로즈,창원NC파크,구름조금,31.3,"4,269"
2023,09,06,수,KT,LG,수원케이티위즈파크,맑음,31.7,"10,075"
2023,09,06,수,한화,SSG,대전 한화생명 이글스파크,맑음,31.3,"7,213"
2023,09,06,수,롯데,삼성,울산문수야구장,구름많음,24.6,"6,380"
2023,09,05,화,두산,KIA,서울 잠실 야구장,구름많음,32.8,0
2023,09,05,화,NC,키움히어로즈,창원NC파크,구름많음,31.5,"3,511"
2023,09,05,화,KT,LG,수원케이티위즈파크,구름조금,32.5,"10,153"
2023,09,05,화,한화,SSG,대전 한화생명 이글스파크,구름많음,31.2,"5,124"
2023,09,05,화,롯데,삼성,울산문수야구장,구름조금,25.1,"5,999"
2023,09,04,월,롯데,두산,부산 사직 야구장,구름조금,30.9,"4,621"
2023,09,03,일,LG,한화,서울 잠실 야구장,비,28.8,"22,858"
2023,09,03,일,SSG,KIA,인천SSG 랜더스필드,흐림,28.4,"23,000"
2023,09,03,일,롯데,두산,부산 사직 야구장,구름조금,30.7,"11,436"
2023,09,03,일,삼성,NC,대구 삼성 라이온즈 파크,구름많음,31.8,"14,601"
2023,09,03,일,키움히어로즈,KT,서울고척스카이돔,비,28.8,"5,778"
2023,09,02,토,키움히어로즈,KT,서울고척스카이돔,구름조금,30.8,"6,731"
2023,09,02,토,삼성,NC,대구 삼성 라이온즈 파크,비,28.9,"20,468"
2023,09,02,토,롯데,두산,부산 사직 야구장,비,27.1,0
2023,09,02,토,SSG,KIA,인천SSG 랜더스필드,구름많음,29.1,"23,000"
2023,09,02,토,LG,한화,서울 잠실 야구장,구름조금,30.8,"23,574"
2023,09,01,금,LG,한화,서울 잠실 야구장,맑음,29.6,"20,381"
2023,09,01,금,SSG,KIA,인천SSG 랜더스필드,맑음,28.3,"17,281"
2023,09,01,금,롯데,두산,부산 사직 야구장,비,25.4,0
2023,09,01,금,삼성,NC,대구 삼성 라이온즈 파크,흐림,30.2,"12,843"
2023,09,01,금,키움히어로즈,KT,서울고척스카이돔,맑음,29.6,"3,746"
2023,08,31,목,LG,두산,서울 잠실 야구장,구름많음,28.9,"17,859"
2023,08,31,목,SSG,키움히어로즈,인천SSG 랜더스필드,구름많음,23.6,"9,780"
2023,08,31,목,KT,삼성,수원케이티위즈파크,구름많음,22.7,"8,071"
2023,08,31,목,KIA,NC,광주-기아 챔피언스 필드,비,28.9,"7,152"
2023,08,31,목,한화,롯데,대전 한화생명 이글스파크,구름많음,22.5,"7,179"
2023,08,30,수,한화,롯데,대전 한화생명 이글스파크,비,22.7,"7,809"
2023,08,30,수,KIA,NC,광주-기아 챔피언스 필드,비,23.6,0
2023,08,30,수,KT,삼성,수원케이티위즈파크,비,25.1,0
2023,08,30,수,SSG,키움히어로즈,인천SSG 랜더스필드,비,24.3,0
2023,08,30,수,LG,두산,서울 잠실 야구장,비,24.5,0
2023,08,29,화,LG,두산,서울 잠실 야구장,비,25.5,0
2023,08,29,화,SSG,키움히어로즈,인천SSG 랜더스필드,비,25.5,0
2023,08,29,화,KT,삼성,수원케이티위즈파크,비,26.9,0
2023,08,29,화,KIA,NC,광주-기아 챔피언스 필드,비,28.9,0
2023,08,29,화,한화,롯데,대전 한화생명 이글스파크,비,28,0
2023,08,27,일,두산,SSG,서울 잠실 야구장,흐림,29.6,"11,300"
2023,08,27,일,롯데,KT,부산 사직 야구장,구름조금,32,"10,735"
2023,08,27,일,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,30.9,"13,461"
2023,08,27,일,NC,LG,창원NC파크,구름많음,31.7,"8,771"
2023,08,27,일,KIA,한화,광주-기아 챔피언스 필드,구름조금,32.2,"12,627"
2023,08,26,토,KIA,한화,광주-기아 챔피언스 필드,맑음,32.3,"16,812"
2023,08,26,토,NC,LG,창원NC파크,맑음,32.1,"13,484"
2023,08,26,토,삼성,키움히어로즈,대구 삼성 라이온즈 파크,맑음,32.8,"17,586"
2023,08,26,토,롯데,KT,부산 사직 야구장,맑음,31.1,"15,657"
2023,08,26,토,두산,SSG,서울 잠실 야구장,구름많음,30.3,"15,101"
2023,08,25,금,두산,SSG,서울 잠실 야구장,구름조금,30,"8,363"
2023,08,25,금,롯데,KT,부산 사직 야구장,구름조금,30.2,"10,709"
2023,08,25,금,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,32.4,"11,135"
2023,08,25,금,NC,LG,창원NC파크,구름조금,32.4,"9,288"
2023,08,25,금,KIA,한화,광주-기아 챔피언스 필드,구름조금,31.2,"8,457"
2023,08,24,목,LG,롯데,서울 잠실 야구장,비,27.8,"15,547"
2023,08,24,목,SSG,NC,인천SSG 랜더스필드,비,27,"6,683"
2023,08,24,목,KT,KIA,수원케이티위즈파크,비,29,"9,846"
2023,08,24,목,키움히어로즈,두산,서울고척스카이돔,비,27.8,"6,819"
2023,08,24,목,한화,삼성,대전 한화생명 이글스파크,비,30.3,0
2023,08,23,수,한화,삼성,대전 한화생명 이글스파크,비,32.6,0
2023,08,23,수,키움히어로즈,두산,서울고척스카이돔,비,27.2,"6,455"
2023,08,23,수,KT,KIA,수원케이티위즈파크,비,27.7,0
2023,08,23,수,SSG,NC,인천SSG 랜더스필드,비,25.7,0
2023,08,23,수,LG,롯데,서울 잠실 야구장,비,27.2,0
2023,08,22,화,LG,롯데,서울 잠실 야구장,비,32.2,0
2023,08,22,화,SSG,NC,인천SSG 랜더스필드,비,30,0
2023,08,22,화,KT,KIA,수원케이티위즈파크,비,32.2,"7,916"
2023,08,22,화,키움히어로즈,두산,서울고척스카이돔,비,32.2,"6,455"
2023,08,22,화,한화,삼성,대전 한화생명 이글스파크,비,33.7,"5,806"
2023,08,20,일,키움히어로즈,롯데,서울고척스카이돔,구름많음,31.8,"12,545"
2023,08,20,일,두산,NC,서울 잠실 야구장,구름많음,31.8,"8,286"
2023,08,20,일,SSG,LG,인천SSG 랜더스필드,구름많음,30.1,"18,441"
2023,08,20,일,삼성,KIA,대구 삼성 라이온즈 파크,비,33.5,"12,586"
2023,08,20,일,한화,KT,대전 한화생명 이글스파크,구름많음,33.3,"8,762"
2023,08,19,토,한화,KT,대전 한화생명 이글스파크,구름조금,33.4,"11,606"
2023,08,19,토,삼성,KIA,대구 삼성 라이온즈 파크,비,31.7,"17,448"
2023,08,19,토,SSG,LG,인천SSG 랜더스필드,구름조금,30.8,"23,000"
2023,08,19,토,두산,NC,서울 잠실 야구장,구름조금,33.6,"12,240"
2023,08,19,토,키움히어로즈,롯데,서울고척스카이돔,구름조금,33.6,"13,423"
2023,08,18,금,두산,NC,서울 잠실 야구장,비,33.3,0
2023,08,18,금,SSG,LG,인천SSG 랜더스필드,구름조금,31.1,"14,549"
2023,08,18,금,삼성,KIA,대구 삼성 라이온즈 파크,비,28.8,"10,630"
2023,08,18,금,키움히어로즈,롯데,서울고척스카이돔,비,33.3,"8,817"
2023,08,18,금,한화,KT,대전 한화생명 이글스파크,비,33,"7,003"
2023,08,17,목,두산,KT,서울 잠실 야구장,구름조금,32.4,"4,943"
2023,08,17,목,롯데,SSG,부산 사직 야구장,흐림,29,"9,843"
2023,08,17,목,삼성,LG,대구 삼성 라이온즈 파크,흐림,28.8,"7,415"
2023,08,17,목,NC,한화,창원NC파크,비,30.6,"4,875"
2023,08,17,목,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름많음,32.8,"6,159"
2023,08,16,수,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름조금,32.7,"7,050"
2023,08,16,수,NC,한화,창원NC파크,구름많음,32.8,"5,033"
2023,08,16,수,삼성,LG,대구 삼성 라이온즈 파크,비,33.3,"7,441"
2023,08,16,수,롯데,SSG,부산 사직 야구장,흐림,27.7,"10,542"
2023,08,16,수,두산,KT,서울 잠실 야구장,비,31.6,"5,160"
2023,08,15,화,두산,KT,서울 잠실 야구장,구름많음,32.7,"11,069"
2023,08,15,화,롯데,SSG,부산 사직 야구장,구름조금,32.1,"11,871"
2023,08,15,화,삼성,LG,대구 삼성 라이온즈 파크,구름조금,34,"14,248"
2023,08,15,화,NC,한화,창원NC파크,구름조금,33.5,"10,116"
2023,08,15,화,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름많음,32.5,"11,541"
2023,08,13,일,LG,키움히어로즈,서울 잠실 야구장,흐림,31.1,"18,279"
2023,08,13,일,SSG,삼성,인천SSG 랜더스필드,구름많음,30.5,"16,473"
2023,08,13,일,롯데,KIA,부산 사직 야구장,구름조금,31,"14,325"
2023,08,13,일,KT,NC,수원케이티위즈파크,구름많음,31.7,"9,736"
2023,08,13,일,한화,두산,대전 한화생명 이글스파크,구름많음,32,"11,007"
2023,08,12,토,한화,두산,대전 한화생명 이글스파크,비,28.8,"12,000"
2023,08,12,토,KT,NC,수원케이티위즈파크,비,26.3,"10,138"
2023,08,12,토,롯데,KIA,부산 사직 야구장,구름많음,30,"16,677"
2023,08,12,토,SSG,삼성,인천SSG 랜더스필드,비,25.8,"18,055"
2023,08,12,토,LG,키움히어로즈,서울 잠실 야구장,비,24.1,"17,624"
2023,08,11,금,LG,키움히어로즈,서울 잠실 야구장,비,24.9,"11,910"
2023,08,11,금,SSG,삼성,인천SSG 랜더스필드,비,24.8,"7,495"
2023,08,11,금,롯데,KIA,부산 사직 야구장,맑음,30,"10,118"
2023,08,11,금,KT,NC,수원케이티위즈파크,비,26.6,"5,969"
2023,08,11,금,한화,두산,대전 한화생명 이글스파크,비,30,"7,333"
2023,08,10,목,두산,삼성,서울 잠실 야구장,비,25.1,0
2023,08,10,목,SSG,NC,인천SSG 랜더스필드,비,27.1,0
2023,08,10,목,KT,한화,수원케이티위즈파크,비,24.3,0
2023,08,10,목,KIA,LG,광주-기아 챔피언스 필드,비,25.1,0
2023,08,10,목,키움히어로즈,롯데,서울고척스카이돔,비,25.1,"6,240"
2023,08,09,수,키움히어로즈,롯데,서울고척스카이돔,비,31.6,"7,424"
2023,08,09,수,KIA,LG,광주-기아 챔피언스 필드,비,29,"3,700"
2023,08,09,수,KT,한화,수원케이티위즈파크,비,31.9,"10,099"
2023,08,09,수,SSG,NC,인천SSG 랜더스필드,흐림,32.5,"6,473"
2023,08,09,수,두산,삼성,서울 잠실 야구장,비,31.6,"8,344"
2023,08,08,화,두산,삼성,서울 잠실 야구장,맑음,35.8,"8,519"
2023,08,08,화,SSG,NC,인천SSG 랜더스필드,구름조금,34.3,"8,131"
2023,08,08,화,KT,한화,수원케이티위즈파크,구름조금,34.8,"9,704"
2023,08,08,화,KIA,LG,광주-기아 챔피언스 필드,비,35.5,0
2023,08,08,화,키움히어로즈,롯데,서울고척스카이돔,맑음,35.8,"8,376"
2023,08,06,일,두산,KT,서울 잠실 야구장,비,33,"6,744"
2023,08,06,일,롯데,SSG,부산 사직 야구장,구름조금,34.7,"8,162"
2023,08,06,일,삼성,LG,대구 삼성 라이온즈 파크,구름조금,35.6,"11,446"
2023,08,06,일,NC,키움히어로즈,창원NC파크,구름많음,35.2,"6,583"
2023,08,06,일,KIA,한화,광주-기아 챔피언스 필드,구름조금,35.6,"10,125"
2023,08,05,토,KIA,한화,광주-기아 챔피언스 필드,맑음,35.7,"13,487"
2023,08,05,토,NC,키움히어로즈,창원NC파크,구름조금,36.5,"8,244"
2023,08,05,토,삼성,LG,대구 삼성 라이온즈 파크,맑음,37.2,"15,879"
2023,08,05,토,롯데,SSG,부산 사직 야구장,맑음,33.4,"10,670"
2023,08,05,토,두산,KT,서울 잠실 야구장,구름조금,34.9,"8,847"
2023,08,04,금,두산,KT,서울 잠실 야구장,구름조금,34.4,"6,358"
2023,08,04,금,롯데,SSG,부산 사직 야구장,구름조금,33.7,"8,545"
2023,08,04,금,삼성,LG,대구 삼성 라이온즈 파크,구름조금,34.7,"10,856"
2023,08,04,금,NC,키움히어로즈,창원NC파크,구름조금,34.5,"5,107"
2023,08,04,금,KIA,한화,광주-기아 챔피언스 필드,구름조금,34.4,"11,495"
2023,08,03,목,LG,키움히어로즈,서울 잠실 야구장,구름조금,33.8,"12,179"
2023,08,03,목,롯데,NC,부산 사직 야구장,구름조금,33.2,"10,162"
2023,08,03,목,KT,SSG,수원케이티위즈파크,구름조금,33.5,"7,521"
2023,08,03,목,한화,두산,대전 한화생명 이글스파크,구름조금,34.4,"9,024"
2023,08,03,목,삼성,KIA,포항야구장,구름조금,31.8,"6,357"
2023,08,02,수,삼성,KIA,포항야구장,구름조금,30.3,"6,477"
2023,08,02,수,한화,두산,대전 한화생명 이글스파크,구름조금,33.8,"9,011"
2023,08,02,수,KT,SSG,수원케이티위즈파크,구름조금,33.4,"7,780"
2023,08,02,수,롯데,NC,부산 사직 야구장,구름많음,33.1,"11,444"
2023,08,02,수,LG,키움히어로즈,서울 잠실 야구장,구름조금,33.7,"11,740"
2023,08,01,화,LG,키움히어로즈,서울 잠실 야구장,구름조금,34.2,"12,159"
2023,08,01,화,롯데,NC,부산 사직 야구장,구름조금,33.2,"13,326"
2023,08,01,화,KT,SSG,수원케이티위즈파크,구름조금,34.4,"7,831"
2023,08,01,화,한화,두산,대전 한화생명 이글스파크,구름조금,34.6,"10,225"
2023,08,01,화,삼성,KIA,포항야구장,구름조금,28.5,"6,912"
2023,07,30,일,키움히어로즈,삼성,서울고척스카이돔,비,34.9,"11,235"
2023,07,30,일,두산,LG,서울 잠실 야구장,비,34.9,"19,500"
2023,07,30,일,SSG,한화,인천SSG 랜더스필드,구름조금,33.7,"18,158"
2023,07,30,일,NC,KT,창원NC파크,구름조금,33.9,"6,181"
2023,07,30,일,KIA,롯데,광주-기아 챔피언스 필드,구름조금,33.4,"11,796"
2023,07,29,토,키움히어로즈,삼성,서울고척스카이돔,구름조금,33.3,"11,851"
2023,07,29,토,KIA,롯데,광주-기아 챔피언스 필드,구름조금,34.7,"14,754"
2023,07,29,토,NC,KT,창원NC파크,맑음,35.2,"8,309"
2023,07,29,토,SSG,한화,인천SSG 랜더스필드,구름많음,32.1,"21,344"
2023,07,29,토,두산,LG,서울 잠실 야구장,구름조금,33.3,"21,126"
2023,07,28,금,두산,LG,서울 잠실 야구장,구름조금,34.1,"16,987"
2023,07,28,금,SSG,한화,인천SSG 랜더스필드,맑음,31.7,"14,386"
2023,07,28,금,NC,KT,창원NC파크,구름조금,33.1,"4,676"
