,code,원정팀,홈팀,A,B,승리팀,승리팀구분,date,week,평균기온,일강수량,풍속,습도,경기장,지점명,year
1811,20230528한N,한화,NC,,,우천취소,Away,20230528,일,20.9,6.5,1.6,87.9,창원NC파크,창원,2023
1812,20230528L기,LG,기아,7.0,1.0,LG,Away,20230528,일,22.7,1.3,1.8,97.1,광주-기아 챔피언스 필드,광주,2023
1813,20230528롯키,롯데,키움,5.0,7.0,키움,Home,20230528,일,19.2,41.8,1.8,98.9,서울고척스카이돔,서울,2023
1814,20230530롯L,롯데,LG,1.0,3.0,LG,Home,20230530,화,24.0,0.0,2.2,69.5,서울 잠실 야구장,서울,2023
1815,20230530삼S,삼성,SK,2.0,3.0,SK,Home,20230530,화,22.3,0.0,1.8,76.5,인천SSG 랜더스필드,인천,2023
1816,20230530두N,두산,NC,0.0,5.0,NC,Home,20230530,화,19.4,10.8,0.9,86.1,창원NC파크,창원,2023
1817,20230530K기,KT,기아,1.0,6.0,기아,Home,20230530,화,21.4,4.1,0.7,98.1,광주-기아 챔피언스 필드,광주,2023
1818,20230530키한,키움,한화,1.0,7.0,한화,Home,20230530,화,21.6,0.0,2.3,73.0,대전 한화생명 이글스파크,대전,2023
1819,20230531롯L,롯데,LG,7.0,1.0,롯데,Away,20230531,수,22.8,0.0,2.5,60.8,서울 잠실 야구장,서울,2023
1820,20230531삼S,삼성,SK,3.0,2.0,삼성,Away,20230531,수,21.0,0.0,2.4,64.6,인천SSG 랜더스필드,인천,2023
1821,20230531두N,두산,NC,3.0,2.0,두산,Away,20230531,수,20.3,0.0,1.6,57.5,창원NC파크,창원,2023
1822,20230531K기,KT,기아,1.0,7.0,기아,Home,20230531,수,22.9,1.3,1.2,70.6,광주-기아 챔피언스 필드,광주,2023
1823,20230531키한,키움,한화,15.0,3.0,키움,Away,20230531,수,22.3,0.0,2.3,53.6,대전 한화생명 이글스파크,대전,2023
1824,20230601롯L,롯데,LG,1.0,6.0,LG,Home,20230601,목,22.8,0.0,1.9,66.9,서울 잠실 야구장,서울,2023
1825,20230601삼S,삼성,SK,2.0,14.0,SK,Home,20230601,목,21.1,0.0,1.4,74.8,인천SSG 랜더스필드,인천,2023
1826,20230601두N,두산,NC,,,우천취소,Away,20230601,목,17.1,4.3,0.5,82.1,창원NC파크,창원,2023
1827,20230601K기,KT,기아,,,우천취소,Away,20230601,목,19.0,10.4,0.5,91.4,광주-기아 챔피언스 필드,광주,2023
1828,20230601키한,키움,한화,3.0,7.0,한화,Home,20230601,목,22.4,0.0,1.0,63.9,대전 한화생명 이글스파크,대전,2023
1829,20230602NL,NC,LG,9.0,2.0,NC,Away,20230602,금,20.4,0.0,2.3,77.4,서울 잠실 야구장,서울,2023
1830,20230602키S,키움,SK,2.0,3.0,SK,Home,20230602,금,18.6,0.0,1.7,82.6,인천SSG 랜더스필드,인천,2023
1831,20230602기롯,기아,롯데,2.0,14.0,롯데,Home,20230602,금,23.0,1.9,2.5,67.3,부산 사직 야구장,부산,2023
1832,20230602두K,두산,KT,10.0,1.0,두산,Away,20230602,금,18.8,0.0,2.0,82.8,수원케이티위즈파크,수원,2023
1833,20230602삼한,삼성,한화,8.0,7.0,삼성,Away,20230602,금,21.9,0.0,1.7,67.8,대전 한화생명 이글스파크,대전,2023
1834,20230603NL,NC,LG,7.0,3.0,NC,Away,20230603,토,22.0,0.0,2.7,60.1,서울 잠실 야구장,서울,2023
1835,20230603키S,키움,SK,1.0,2.0,SK,Home,20230603,토,20.6,0.0,2.8,61.6,인천SSG 랜더스필드,인천,2023
1836,20230603기롯,기아,롯데,5.0,6.0,롯데,Home,20230603,토,21.4,0.0,3.0,59.3,부산 사직 야구장,부산,2023
1837,20230603두K,두산,KT,3.0,13.0,KT,Home,20230603,토,20.3,0.0,2.2,62.9,수원케이티위즈파크,수원,2023
1838,20230603삼한,삼성,한화,7.0,2.0,삼성,Away,20230603,토,21.9,0.0,1.8,51.6,대전 한화생명 이글스파크,대전,2023
1839,20230604기롯,기아,롯데,6.0,0.0,기아,Away,20230604,일,23.1,0.0,3.1,43.0,부산 사직 야구장,부산,2023
1840,20230604NL,NC,LG,3.0,1.0,NC,Away,20230604,일,22.1,0.0,2.4,61.0,서울 잠실 야구장,서울,2023
1841,20230604키S,키움,SK,4.0,3.0,키움,Away,20230604,일,19.5,0.0,2.5,72.9,인천SSG 랜더스필드,인천,2023
1842,20230604두K,두산,KT,2.0,5.0,KT,Home,20230604,일,20.6,0.0,1.8,65.9,수원케이티위즈파크,수원,2023
1843,20230604삼한,삼성,한화,5.0,10.0,한화,Home,20230604,일,22.6,0.0,2.1,50.1,대전 한화생명 이글스파크,대전,2023
1844,20230606한두,한화,두산,1.0,4.0,두산,Home,20230606,화,20.3,0.0,2.6,72.9,서울 잠실 야구장,서울,2023
1845,20230606S기,SK,기아,2.0,1.0,SK,Away,20230606,화,21.6,0.0,0.9,75.8,광주-기아 챔피언스 필드,광주,2023
1846,20230606L키,LG,키움,9.0,1.0,LG,Away,20230606,화,20.3,0.0,2.6,72.9,서울고척스카이돔,서울,2023
1847,20230606K롯,KT,롯데,4.0,1.0,KT,Away,20230606,화,20.4,0.0,4.1,66.4,부산 사직 야구장,부산,2023
1848,20230606N삼,NC,삼성,6.0,9.0,삼성,Home,20230606,화,24.3,0.0,2.4,50.4,대구 삼성 라이온즈 파크,대구,2023
1849,20230607한두,한화,두산,3.0,6.0,두산,Home,20230607,수,21.4,0.0,2.1,75.3,서울 잠실 야구장,서울,2023
1850,20230607K롯,KT,롯데,3.0,2.0,KT,Away,20230607,수,21.6,0.0,3.9,64.8,부산 사직 야구장,부산,2023
1851,20230607N삼,NC,삼성,4.0,0.0,NC,Away,20230607,수,24.1,0.0,1.7,58.1,대구 삼성 라이온즈 파크,대구,2023
1852,20230607S기,SK,기아,9.0,8.0,SK,Away,20230607,수,21.7,0.0,1.3,79.4,광주-기아 챔피언스 필드,광주,2023
1853,20230607L키,LG,키움,5.0,5.0,무승부,Away,20230607,수,21.4,0.0,2.1,75.3,서울고척스카이돔,서울,2023
1854,20230608한두,한화,두산,1.0,2.0,두산,Home,20230608,목,20.4,1.9,2.4,80.5,서울 잠실 야구장,서울,2023
1855,20230608K롯,KT,롯데,7.0,6.0,KT,Away,20230608,목,20.8,0.0,3.1,74.6,부산 사직 야구장,부산,2023
1856,20230608N삼,NC,삼성,7.0,1.0,NC,Away,20230608,목,24.1,0.0,1.7,57.8,대구 삼성 라이온즈 파크,대구,2023
1857,20230608S기,SK,기아,5.0,4.0,SK,Away,20230608,목,22.5,0.0,1.7,79.6,광주-기아 챔피언스 필드,광주,2023
1858,20230608L키,LG,키움,0.0,13.0,키움,Home,20230608,목,20.4,1.9,2.4,80.5,서울고척스카이돔,서울,2023
1859,20230609기두,기아,두산,7.0,3.0,기아,Away,20230609,금,23.3,1.2,2.0,64.0,서울 잠실 야구장,서울,2023
1860,20230609롯삼,롯데,삼성,5.0,1.0,롯데,Away,20230609,금,24.6,0.0,1.9,50.4,대구 삼성 라이온즈 파크,대구,2023
1861,20230609SN,SK,NC,2.0,5.0,NC,Home,20230609,금,22.2,0.0,1.5,73.8,창원NC파크,창원,2023
1862,20230609키K,키움,KT,2.0,3.0,KT,Home,20230609,금,22.7,2.8,1.8,65.4,수원케이티위즈파크,수원,2023
1863,20230609L한,LG,한화,5.0,6.0,한화,Home,20230609,금,23.2,0.3,0.9,56.8,대전 한화생명 이글스파크,대전,2023
1864,20230610기두,기아,두산,6.0,3.0,기아,Away,20230610,토,23.2,0.8,2.3,70.0,서울 잠실 야구장,서울,2023
1865,20230610롯삼,롯데,삼성,7.0,9.0,삼성,Home,20230610,토,24.5,0.0,1.8,61.0,대구 삼성 라이온즈 파크,대구,2023
1866,20230610SN,SK,NC,0.0,7.0,NC,Home,20230610,토,22.5,0.0,1.8,75.0,창원NC파크,창원,2023
1867,20230610키K,키움,KT,5.0,2.0,키움,Away,20230610,토,23.1,0.0,2.1,65.9,수원케이티위즈파크,수원,2023
1868,20230610L한,LG,한화,0.0,7.0,한화,Home,20230610,토,23.3,1.3,1.3,63.1,대전 한화생명 이글스파크,대전,2023
1869,20230611기두,기아,두산,2.0,3.0,두산,Home,20230611,일,22.1,32.2,2.2,76.1,서울 잠실 야구장,서울,2023
1870,20230611롯삼,롯데,삼성,4.0,6.0,삼성,Home,20230611,일,24.6,0.0,2.4,66.5,대구 삼성 라이온즈 파크,대구,2023
1871,20230611SN,SK,NC,4.0,8.0,NC,Home,20230611,일,21.8,2.1,1.3,84.5,창원NC파크,창원,2023
1872,20230611키K,키움,KT,14.0,5.0,키움,Away,20230611,일,22.2,0.0,2.2,71.8,수원케이티위즈파크,수원,2023
1873,20230611L한,LG,한화,13.0,7.0,LG,Away,20230611,일,23.5,0.0,1.1,67.5,대전 한화생명 이글스파크,대전,2023
1874,20230613삼L,삼성,LG,1.0,2.0,LG,Home,20230613,화,22.0,0.0,2.2,70.0,서울 잠실 야구장,서울,2023
1875,20230613KS,KT,SK,1.0,8.0,SK,Home,20230613,화,20.4,0.0,2.3,76.6,인천SSG 랜더스필드,인천,2023
1876,20230613한롯,한화,롯데,5.0,7.0,롯데,Home,20230613,화,23.1,0.0,3.1,72.6,부산 사직 야구장,부산,2023
1877,20230613두N,두산,NC,11.0,4.0,두산,Away,20230613,화,23.0,0.7,1.5,77.4,창원NC파크,창원,2023
1878,20230613기키,기아,키움,0.0,1.0,키움,Home,20230613,화,22.0,0.0,2.2,70.0,서울고척스카이돔,서울,2023
1879,20230614삼L,삼성,LG,2.0,3.0,LG,Home,20230614,수,20.6,30.6,1.5,80.3,서울 잠실 야구장,서울,2023
1880,20230614KS,KT,SK,14.0,4.0,KT,Away,20230614,수,20.5,0.0,2.0,76.0,인천SSG 랜더스필드,인천,2023
1881,20230614한롯,한화,롯데,8.0,4.0,한화,Away,20230614,수,22.5,0.1,2.0,71.5,부산 사직 야구장,부산,2023
1882,20230614두N,두산,NC,4.0,5.0,NC,Home,20230614,수,21.8,27.1,1.3,77.3,창원NC파크,창원,2023
1883,20230614기키,기아,키움,1.0,2.0,키움,Home,20230614,수,20.6,30.6,1.5,80.3,서울고척스카이돔,서울,2023
1884,20230615삼L,삼성,LG,3.0,9.0,LG,Home,20230615,목,22.7,0.0,2.1,70.8,서울 잠실 야구장,서울,2023
1885,20230615KS,KT,SK,7.0,3.0,KT,Away,20230615,목,20.8,0.0,2.4,78.0,인천SSG 랜더스필드,인천,2023
1886,20230615한롯,한화,롯데,5.0,4.0,한화,Away,20230615,목,21.8,0.0,1.9,70.9,부산 사직 야구장,부산,2023
1887,20230615두N,두산,NC,3.0,10.0,NC,Home,20230615,목,20.4,0.0,1.3,80.1,창원NC파크,창원,2023
1888,20230615기키,기아,키움,8.0,4.0,기아,Away,20230615,목,22.7,0.0,2.1,70.8,서울고척스카이돔,서울,2023
1889,20230616두L,두산,LG,4.0,7.0,LG,Home,20230616,금,23.7,0.0,2.1,64.4,서울 잠실 야구장,서울,2023
1890,20230616롯S,롯데,SK,1.0,12.0,SK,Home,20230616,금,21.7,0.0,2.1,69.0,인천SSG 랜더스필드,인천,2023
1891,20230616삼K,삼성,KT,6.0,7.0,KT,Home,20230616,금,22.1,0.0,1.8,69.4,수원케이티위즈파크,수원,2023
1892,20230616N기,NC,기아,11.0,13.0,기아,Home,20230616,금,24.3,0.0,0.8,69.9,광주-기아 챔피언스 필드,광주,2023
1893,20230616키한,키움,한화,2.0,2.0,무승부,Away,20230616,금,24.4,0.0,1.1,57.3,대전 한화생명 이글스파크,대전,2023
1894,20230617두L,두산,LG,7.0,4.0,두산,Away,20230617,토,24.2,0.0,2.0,57.1,서울 잠실 야구장,서울,2023
1895,20230617롯S,롯데,SK,5.0,8.0,SK,Home,20230617,토,22.2,0.0,1.9,71.1,인천SSG 랜더스필드,인천,2023
1896,20230617삼K,삼성,KT,5.0,6.0,KT,Home,20230617,토,22.6,0.0,1.7,63.5,수원케이티위즈파크,수원,2023
1897,20230617N기,NC,기아,10.0,7.0,NC,Away,20230617,토,24.8,0.0,0.7,68.9,광주-기아 챔피언스 필드,광주,2023
1898,20230617키한,키움,한화,9.0,6.0,키움,Away,20230617,토,25.0,0.0,0.9,54.3,대전 한화생명 이글스파크,대전,2023
1899,20230618두L,두산,LG,3.0,15.0,LG,Home,20230618,일,25.9,0.0,2.0,60.5,서울 잠실 야구장,서울,2023
1900,20230618롯S,롯데,SK,7.0,2.0,롯데,Away,20230618,일,23.1,0.0,1.3,71.4,인천SSG 랜더스필드,인천,2023
1901,20230618삼K,삼성,KT,7.0,5.0,삼성,Away,20230618,일,23.7,0.0,1.7,68.1,수원케이티위즈파크,수원,2023
1902,20230618N기,NC,기아,7.0,7.0,무승부,Away,20230618,일,25.8,0.0,0.6,60.1,광주-기아 챔피언스 필드,광주,2023
1903,20230618키한,키움,한화,6.0,5.0,키움,Away,20230618,일,26.1,0.0,0.9,50.4,대전 한화생명 이글스파크,대전,2023
1904,20230620S두,SK,두산,6.0,1.0,SK,Away,20230620,화,24.7,6.4,1.9,64.5,서울 잠실 야구장,서울,2023
1905,20230620키삼,키움,삼성,7.0,2.0,키움,Away,20230620,화,23.0,0.0,3.9,66.4,대구 삼성 라이온즈 파크,대구,2023
1906,20230620LN,LG,NC,4.0,8.0,NC,Home,20230620,화,22.9,2.3,1.3,65.0,창원NC파크,창원,2023
1907,20230620롯K,롯데,KT,2.0,5.0,KT,Home,20230620,화,23.4,18.5,2.0,62.8,수원케이티위즈파크,수원,2023
1908,20230620기한,기아,한화,6.0,4.0,기아,Away,20230620,화,23.7,2.9,3.9,61.0,대전 한화생명 이글스파크,대전,2023
1909,20230621S두,SK,두산,3.0,1.0,SK,Away,20230621,수,20.5,24.9,2.1,92.6,서울 잠실 야구장,서울,2023
1910,20230621키삼,키움,삼성,2.0,0.0,키움,Away,20230621,수,21.4,4.6,1.7,89.9,대구 삼성 라이온즈 파크,대구,2023
1911,20230621LN,LG,NC,9.0,3.0,LG,Away,20230621,수,21.2,17.9,1.6,89.3,창원NC파크,창원,2023
1912,20230621롯K,롯데,KT,2.0,8.0,KT,Home,20230621,수,20.2,17.0,2.3,92.8,수원케이티위즈파크,수원,2023
1913,20230621기한,기아,한화,4.0,7.0,한화,Home,20230621,수,21.3,1.6,1.3,87.1,대전 한화생명 이글스파크,대전,2023
1914,20230622S두,SK,두산,5.0,3.0,SK,Away,20230622,목,22.5,0.0,2.2,77.1,서울 잠실 야구장,서울,2023
1915,20230622키삼,키움,삼성,2.0,1.0,키움,Away,20230622,목,24.6,0.0,2.3,65.8,대구 삼성 라이온즈 파크,대구,2023
1916,20230622LN,LG,NC,4.0,3.0,LG,Away,20230622,목,24.3,0.0,0.9,68.0,창원NC파크,창원,2023
1917,20230622롯K,롯데,KT,2.0,4.0,KT,Home,20230622,목,21.9,0.2,2.3,80.1,수원케이티위즈파크,수원,2023
1918,20230622기한,기아,한화,0.0,1.0,한화,Home,20230622,목,22.9,0.0,2.1,69.3,대전 한화생명 이글스파크,대전,2023
1919,20230623롯L,롯데,LG,2.0,1.0,롯데,Away,20230623,금,24.4,0.0,1.5,76.6,서울 잠실 야구장,서울,2023
1920,20230623삼S,삼성,SK,0.0,6.0,SK,Home,20230623,금,23.2,0.0,2.0,80.8,인천SSG 랜더스필드,인천,2023
1921,20230623한N,한화,NC,6.0,2.0,한화,Away,20230623,금,22.8,0.0,1.9,71.3,창원NC파크,창원,2023
1922,20230623K기,KT,기아,10.0,3.0,KT,Away,20230623,금,25.0,0.0,1.0,78.0,광주-기아 챔피언스 필드,광주,2023
1923,20230623두키,두산,키움,2.0,1.0,두산,Away,20230623,금,24.4,0.0,1.5,76.6,서울고척스카이돔,서울,2023
1924,20230624롯L,롯데,LG,1.0,9.0,LG,Home,20230624,토,26.4,0.0,2.0,70.5,서울 잠실 야구장,서울,2023
1925,20230624삼S,삼성,SK,10.0,13.0,SK,Home,20230624,토,24.6,0.0,2.1,73.0,인천SSG 랜더스필드,인천,2023
1926,20230624한N,한화,NC,7.0,1.0,한화,Away,20230624,토,22.0,0.0,1.4,77.8,창원NC파크,창원,2023
1927,20230624K기,KT,기아,1.0,4.0,기아,Home,20230624,토,25.6,0.0,1.1,75.8,광주-기아 챔피언스 필드,광주,2023
1928,20230624두키,두산,키움,2.0,4.0,키움,Home,20230624,토,26.4,0.0,2.0,70.5,서울고척스카이돔,서울,2023
1929,20230625두키,두산,키움,17.0,2.0,두산,Away,20230625,일,28.2,0.0,2.1,64.9,서울고척스카이돔,서울,2023
1930,20230625롯L,롯데,LG,3.0,7.0,LG,Home,20230625,일,28.2,0.0,2.1,64.9,서울 잠실 야구장,서울,2023
1931,20230625삼S,삼성,SK,5.0,2.0,삼성,Away,20230625,일,26.7,0.0,1.8,65.8,인천SSG 랜더스필드,인천,2023
1932,20230625한N,한화,NC,,,우천취소,Away,20230625,일,21.8,22.6,1.0,84.3,창원NC파크,창원,2023
1933,20230625K기,KT,기아,,,우천취소,Away,20230625,일,22.7,7.1,0.7,91.1,광주-기아 챔피언스 필드,광주,2023
1934,20230627N두,NC,두산,2.0,3.0,두산,Home,20230627,화,25.3,2.5,3.2,73.1,서울 잠실 야구장,서울,2023
1935,20230627LS,LG,SK,14.0,0.0,LG,Away,20230627,화,23.6,0.0,2.7,81.1,인천SSG 랜더스필드,인천,2023
1936,20230627삼롯,삼성,롯데,3.0,5.0,롯데,Home,20230627,화,23.4,14.1,6.2,86.5,부산 사직 야구장,부산,2023
1937,20230627키기,키움,기아,8.0,1.0,키움,Away,20230627,화,25.0,130.2,1.9,94.6,광주-기아 챔피언스 필드,광주,2023
1938,20230627K한,KT,한화,1.0,4.0,한화,Home,20230627,화,26.1,25.3,2.3,70.8,대전 한화생명 이글스파크,대전,2023
1939,20230628N두,NC,두산,4.0,1.0,NC,Away,20230628,수,26.5,0.0,2.5,77.4,서울 잠실 야구장,서울,2023
1940,20230628LS,LG,SK,8.0,6.0,LG,Away,20230628,수,24.2,0.0,2.3,85.6,인천SSG 랜더스필드,인천,2023
1941,20230628삼롯,삼성,롯데,6.0,9.0,롯데,Home,20230628,수,22.8,23.8,3.7,82.5,부산 사직 야구장,부산,2023
1942,20230628키기,키움,기아,7.0,5.0,키움,Away,20230628,수,22.7,153.3,0.8,99.0,광주-기아 챔피언스 필드,광주,2023
1943,20230628K한,KT,한화,4.0,6.0,한화,Home,20230628,수,24.1,5.7,1.5,78.8,대전 한화생명 이글스파크,대전,2023
1944,20230629N두,NC,두산,,,우천취소,Away,20230629,목,24.2,63.8,2.3,95.4,서울 잠실 야구장,서울,2023
1945,20230629LS,LG,SK,,,우천취소,Away,20230629,목,23.2,44.0,3.4,95.4,인천SSG 랜더스필드,인천,2023
1946,20230629삼롯,삼성,롯데,,,우천취소,Away,20230629,목,24.1,3.9,6.4,87.4,부산 사직 야구장,부산,2023
1947,20230629키기,키움,기아,,,우천취소,Away,20230629,목,24.6,38.3,1.8,99.0,광주-기아 챔피언스 필드,광주,2023
1948,20230629K한,KT,한화,,,우천취소,Away,20230629,목,24.6,50.8,1.6,88.1,대전 한화생명 이글스파크,대전,2023
1949,20230630기L,기아,LG,4.0,5.0,LG,Home,20230630,금,25.3,1.0,1.8,89.8,서울 잠실 야구장,서울,2023
1950,20230630한삼,한화,삼성,6.0,1.0,한화,Away,20230630,금,24.0,39.0,1.5,92.4,대구 삼성 라이온즈 파크,대구,2023
1951,20230630NK,NC,KT,2.0,3.0,KT,Home,20230630,금,25.1,1.2,1.4,86.6,수원케이티위즈파크,수원,2023
1952,20230630S키,SK,키움,7.0,3.0,SK,Away,20230630,금,25.3,1.0,1.8,89.8,서울고척스카이돔,서울,2023
1953,20230630두롯,두산,롯데,0.0,1.0,롯데,Home,20230630,금,23.1,17.3,1.5,90.1,울산문수야구장,울산,2023
1954,20230701기L,기아,LG,5.0,3.0,기아,Away,20230701,토,27.7,0.0,2.0,76.9,서울 잠실 야구장,서울,2023
1955,20230701한삼,한화,삼성,10.0,4.0,한화,Away,20230701,토,25.8,0.0,2.4,76.1,대구 삼성 라이온즈 파크,대구,2023
1956,20230701NK,NC,KT,6.0,7.0,KT,Home,20230701,토,26.1,0.0,1.7,81.1,수원케이티위즈파크,수원,2023
1957,20230701S키,SK,키움,3.0,6.0,키움,Home,20230701,토,27.7,0.0,2.0,76.9,서울고척스카이돔,서울,2023
1958,20230701두롯,두산,롯데,2.0,1.0,두산,Away,20230701,토,23.1,0.0,1.3,82.8,울산문수야구장,울산,2023
1959,20230702S키,SK,키움,9.0,5.0,SK,Away,20230702,일,26.7,0.0,1.9,79.5,서울고척스카이돔,서울,2023
1960,20230702기L,기아,LG,1.0,3.0,LG,Home,20230702,일,26.7,0.0,1.9,79.5,서울 잠실 야구장,서울,2023
1961,20230702한삼,한화,삼성,1.0,2.0,삼성,Home,20230702,일,28.1,0.0,1.9,69.0,대구 삼성 라이온즈 파크,대구,2023
1962,20230702NK,NC,KT,0.0,5.0,KT,Home,20230702,일,25.3,0.0,1.5,82.9,수원케이티위즈파크,수원,2023
1963,20230702두롯,두산,롯데,4.0,2.0,두산,Away,20230702,일,25.9,0.0,1.3,76.9,울산문수야구장,울산,2023
1964,20230704KL,KT,LG,,,우천취소,Away,20230704,화,26.1,61.8,2.3,86.8,서울 잠실 야구장,서울,2023
1965,20230704기S,기아,SK,,,우천취소,Away,20230704,화,24.5,63.8,3.3,93.6,인천SSG 랜더스필드,인천,2023
1966,20230704N키,NC,키움,4.0,8.0,키움,Home,20230704,화,26.1,61.8,2.3,86.8,서울고척스카이돔,서울,2023
1967,20230704롯한,롯데,한화,,,우천취소,Away,20230704,화,24.7,80.2,1.7,87.3,대전 한화생명 이글스파크,대전,2023
1968,20230704두삼,두산,삼성,5.0,3.0,두산,Away,20230704,화,24.6,4.5,2.0,85.6,포항야구장,포항,2023
1969,20230705KL,KT,LG,8.0,4.0,KT,Away,20230705,수,24.5,15.3,3.7,82.6,서울 잠실 야구장,서울,2023
1970,20230705기S,기아,SK,17.0,3.0,기아,Away,20230705,수,22.9,6.1,4.8,88.6,인천SSG 랜더스필드,인천,2023
1971,20230705N키,NC,키움,0.0,2.0,키움,Home,20230705,수,24.5,15.3,3.7,82.6,서울고척스카이돔,서울,2023
1972,20230705롯한,롯데,한화,3.0,5.0,한화,Home,20230705,수,24.3,27.7,2.1,77.8,대전 한화생명 이글스파크,대전,2023
1973,20230705두삼,두산,삼성,7.0,4.0,두산,Away,20230705,수,27.7,10.0,2.7,66.8,포항야구장,포항,2023
1974,20230706KL,KT,LG,7.0,8.0,LG,Home,20230706,목,27.3,0.0,2.7,70.9,서울 잠실 야구장,서울,2023
1975,20230706기S,기아,SK,7.0,6.0,기아,Away,20230706,목,25.7,0.0,3.9,76.9,인천SSG 랜더스필드,인천,2023
1976,20230706N키,NC,키움,5.0,4.0,NC,Away,20230706,목,27.3,0.0,2.7,70.9,서울고척스카이돔,서울,2023
1977,20230706롯한,롯데,한화,4.0,3.0,롯데,Away,20230706,목,26.4,0.0,1.3,59.8,대전 한화생명 이글스파크,대전,2023
1978,20230706두삼,두산,삼성,5.0,1.0,두산,Away,20230706,목,28.7,0.0,3.2,54.1,포항야구장,포항,2023
1979,20230707키두,키움,두산,0.0,10.0,두산,Home,20230707,금,26.7,0.0,2.3,64.9,서울 잠실 야구장,서울,2023
1980,20230707L롯,LG,롯데,,,우천취소,Away,20230707,금,22.4,51.0,2.3,84.9,부산 사직 야구장,부산,2023
1981,20230707삼N,삼성,NC,,,우천취소,Away,20230707,금,22.1,69.0,0.8,88.1,창원NC파크,창원,2023
1982,20230707기K,기아,KT,6.0,2.0,기아,Away,20230707,금,25.0,0.0,2.9,71.6,수원케이티위즈파크,수원,2023
1983,20230707S한,SK,한화,,,우천취소,Away,20230707,금,21.6,68.7,1.1,87.6,대전 한화생명 이글스파크,대전,2023
1984,20230708키두,키움,두산,2.0,5.0,두산,Home,20230708,토,25.6,0.0,2.2,76.5,서울 잠실 야구장,서울,2023
1985,20230708L롯,LG,롯데,12.0,3.0,LG,Away,20230708,토,22.2,28.1,1.0,91.5,부산 사직 야구장,부산,2023
1986,20230708삼N,삼성,NC,8.0,0.0,삼성,Away,20230708,토,22.3,1.5,0.8,93.0,창원NC파크,창원,2023
1987,20230708기K,기아,KT,7.0,0.0,기아,Away,20230708,토,24.5,1.3,2.1,84.5,수원케이티위즈파크,수원,2023
1988,20230708S한,SK,한화,9.0,7.0,SK,Away,20230708,토,23.9,2.6,0.7,85.6,대전 한화생명 이글스파크,대전,2023
1989,20230709키두,키움,두산,2.0,9.0,두산,Home,20230709,일,24.7,47.5,2.0,86.4,서울 잠실 야구장,서울,2023
1990,20230709L롯,LG,롯데,4.0,7.0,롯데,Home,20230709,일,24.2,3.4,2.3,87.0,부산 사직 야구장,부산,2023
1991,20230709삼N,삼성,NC,7.0,0.0,삼성,Away,20230709,일,24.4,0.1,1.3,90.1,창원NC파크,창원,2023
1992,20230709기K,기아,KT,5.0,1.0,기아,Away,20230709,일,25.0,31.2,2.0,86.3,수원케이티위즈파크,수원,2023
1993,20230709S한,SK,한화,0.0,7.0,한화,Home,20230709,일,26.4,0.1,1.2,81.6,대전 한화생명 이글스파크,대전,2023
1994,20230711한L,한화,LG,,,우천취소,Away,20230711,화,23.5,58.3,1.9,92.4,서울 잠실 야구장,서울,2023
1995,20230711두S,두산,SK,,,우천취소,Away,20230711,화,23.7,41.0,2.4,92.1,인천SSG 랜더스필드,인천,2023
1996,20230711롯N,롯데,NC,,,우천취소,Away,20230711,화,25.6,4.6,1.5,85.9,창원NC파크,창원,2023
1997,20230711삼기,삼성,기아,,,우천취소,Away,20230711,화,24.8,87.6,1.0,99.0,광주-기아 챔피언스 필드,광주,2023
1998,20230711K키,KT,키움,4.0,2.0,KT,Away,20230711,화,23.5,58.3,1.9,92.4,서울고척스카이돔,서울,2023
1999,20230712한L,한화,LG,2.0,1.0,한화,Away,20230712,수,25.8,0.7,1.5,86.4,서울 잠실 야구장,서울,2023
2000,20230712두S,두산,SK,4.0,1.0,두산,Away,20230712,수,24.9,0.4,1.3,89.5,인천SSG 랜더스필드,인천,2023
2001,20230712롯N,롯데,NC,2.0,11.0,NC,Home,20230712,수,24.8,32.4,1.6,89.8,창원NC파크,창원,2023
2002,20230712삼기,삼성,기아,2.0,3.0,기아,Home,20230712,수,25.8,2.8,1.5,99.0,광주-기아 챔피언스 필드,광주,2023
2003,20230712K키,KT,키움,4.0,3.0,KT,Away,20230712,수,25.8,0.7,1.5,86.4,서울고척스카이돔,서울,2023
2004,20230713한L,한화,LG,,,우천취소,Away,20230713,목,25.2,91.6,1.6,95.0,서울 잠실 야구장,서울,2023
2005,20230713두S,두산,SK,,,우천취소,Away,20230713,목,24.8,109.9,3.1,95.0,인천SSG 랜더스필드,인천,2023
2006,20230713롯N,롯데,NC,3.0,13.0,NC,Home,20230713,목,26.1,6.6,1.7,86.8,창원NC파크,창원,2023
2007,20230713삼기,삼성,기아,4.0,1.0,삼성,Away,20230713,목,26.1,4.4,1.7,99.0,광주-기아 챔피언스 필드,광주,2023
2008,20230713K키,KT,키움,9.0,0.0,KT,Away,20230713,목,25.2,91.6,1.6,95.0,서울고척스카이돔,서울,2023
2009,20230721SL,SK,LG,6.0,4.0,SK,Away,20230721,금,29.5,0.0,1.8,69.6,서울 잠실 야구장,서울,2023
2010,20230721키롯,키움,롯데,0.0,2.0,롯데,Home,20230721,금,25.2,0.0,2.1,73.8,부산 사직 야구장,부산,2023
2011,20230721K삼,KT,삼성,7.0,2.0,KT,Away,20230721,금,26.7,0.0,2.3,78.5,대구 삼성 라이온즈 파크,대구,2023
