날짜,원정,홈,구장,비고
04.16(금),KIA11,6SSG,문학,-
04.16(금),삼성3,9롯데,사직,-
04.16(금),키움4,8KT,수원,-
04.16(금),한화1,9NC,창원,-
04.17(토),KIA3,4SSG,문학,-
04.17(토),두산3,1LG,잠실,-
04.17(토),삼성12,0롯데,사직,-
04.17(토),한화4,14NC,창원,-
04.17(토),키움5,8KT,수원,-
04.18(일),두산9,1LG,잠실,-
04.18(일),KIA2,4SSG,문학,-
04.18(일),삼성7,0롯데,사직,-
04.18(일),한화11,3NC,창원,-
04.18(일),키움2,10KT,수원,-
04.20(화),KIA6,3LG,잠실,-
04.20(화),두산5,10롯데,사직,-
04.20(화),SSG10,7삼성,대구,-
04.20(화),KT5,2NC,창원,-
04.20(화),키움3,7한화,대전,-
04.21(수),KIA3,7LG,잠실,-
04.21(수),두산9,10롯데,사직,-
04.21(수),SSG4,14삼성,대구,-
04.21(수),KT3,4NC,창원,-
04.21(수),키움3,4한화,대전,-
04.22(목),KIA3,2LG,잠실,-
04.22(목),두산13,1롯데,사직,-
04.22(목),SSG11,6삼성,대구,-
04.22(목),KT11,5NC,창원,-
04.22(목),키움8,3한화,대전,-
04.23(금),NC1,5두산,잠실,-
04.23(금),롯데10,5KT,수원,-
04.23(금),삼성1,4KIA,광주,-
04.23(금),SSG9,5키움,고척,-
04.23(금),LG2,1한화,대전,-
04.24(토),SSG5,4키움,고척,-
04.24(토),LG5,19한화,대전,-
04.24(토),NC6,9두산,잠실,-
04.24(토),롯데4,2KT,수원,-
04.24(토),삼성8,4KIA,광주,-
04.25(일),NC10,0두산,잠실,-
04.25(일),롯데5,6KT,수원,-
04.25(일),삼성3,2KIA,광주,-
04.25(일),SSG3,4키움,고척,-
04.25(일),LG8,0한화,대전,-
04.27(화),롯데0,4LG,잠실,-
04.27(화),KT14,5SSG,문학,-
04.27(화),NC0,9삼성,대구,-
04.27(화),한화3,4KIA,광주,-
04.27(화),두산4,5키움,고척,-
04.28(수),롯데3,0LG,잠실,-
04.28(수),KT2,4SSG,문학,-
04.28(수),NC3,4삼성,대구,-
04.28(수),한화0,4KIA,광주,-
04.28(수),두산4,5키움,고척,-
04.29(목),롯데2,3LG,잠실,-
04.29(목),KT6,1SSG,문학,-
04.29(목),NC9,0삼성,대구,-
04.29(목),한화2,3KIA,광주,-
04.29(목),두산15,4키움,고척,-
04.30(금),SSG4,9두산,잠실,-
04.30(금),한화11,7롯데,사직,-
04.30(금),LG0,4삼성,대구,-
04.30(금),KIA3,15KT,수원,-
04.30(금),키움4,3NC,창원,-
05.01(토),SSG5,2두산,잠실,-
05.01(토),한화11,3롯데,사직,-
05.01(토),LG2,8삼성,대구,-
05.01(토),키움13,9NC,창원,-
05.01(토),KIA0,3KT,수원,-
05.02(일),SSG5,8두산,잠실,-
05.02(일),한화5,4롯데,사직,-
05.02(일),LG4,6삼성,대구,-
05.02(일),키움0,5NC,창원,-
05.02(일),KIA2,9KT,수원,-
05.04(화),LG,두산,잠실,기타
05.04(화),KIA,롯데,사직,기타
05.04(화),SSG,NC,창원,기타
05.04(화),KT,키움,고척,기타
05.04(화),삼성,한화,대전,기타
05.05(수),LG7,4두산,잠실,-
05.05(수),KIA8,5롯데,사직,-
05.05(수),SSG13,12NC,창원,-
05.05(수),KT0,14키움,고척,-
05.05(수),삼성4,1한화,대전,-
05.06(목),LG7,2두산,잠실,-
05.06(목),KIA9,17롯데,사직,-
05.06(목),SSG1,7NC,창원,-
05.06(목),KT4,6키움,고척,-
05.06(목),삼성5,6한화,대전,-
05.07(금),한화,LG,잠실,미세먼지취소
05.07(금),키움,SSG,문학,미세먼지취소
05.07(금),롯데1,4삼성,대구,-
05.07(금),NC,KT,수원,미세먼지취소
05.07(금),두산,KIA,광주,미세먼지취소
05.08(토),한화,LG,잠실,미세먼지취소
05.08(토),키움,SSG,문학,미세먼지취소
05.08(토),NC,KT,수원,미세먼지취소
05.08(토),두산,KIA,광주,미세먼지취소
05.08(토),한화2,11LG,잠실,-
05.08(토),키움9,2SSG,문학,-
05.08(토),롯데9,8삼성,대구,-
05.08(토),NC5,4KT,수원,-
05.08(토),두산11,5KIA,광주,-
05.09(일),롯데6,8삼성,대구,-
05.09(일),한화1,11LG,잠실,-
05.09(일),키움1,4SSG,문학,-
05.09(일),NC16,11KT,수원,-
05.09(일),두산5,3KIA,광주,-
05.09(일),한화5,4LG,잠실,-
05.09(일),키움3,4SSG,문학,-
05.09(일),NC5,9KT,수원,-
05.09(일),두산9,0KIA,광주,-
05.11(화),키움2,3두산,잠실,-
05.11(화),SSG7,6롯데,사직,-
05.11(화),삼성6,9KT,수원,-
05.11(화),LG1,7KIA,광주,-
05.11(화),NC7,2한화,대전,-
05.12(수),키움3,0두산,잠실,-
05.12(수),SSG9,2롯데,사직,-
05.12(수),삼성7,5KT,수원,-
05.12(수),LG3,5KIA,광주,-
05.12(수),NC6,3한화,대전,-
05.13(목),키움14,13두산,잠실,-
05.13(목),SSG4,5롯데,사직,-
05.13(목),삼성4,0KT,수원,-
05.13(목),LG8,3KIA,광주,-
05.13(목),NC4,2한화,대전,-
05.14(금),삼성3,4LG,잠실,-
05.14(금),두산6,3SSG,문학,-
05.14(금),KT9,1롯데,사직,-
05.14(금),한화6,1키움,고척,-
05.14(금),KIA2,5NC,창원,-
05.15(토),KIA3,7NC,창원,-
05.15(토),한화1,15키움,고척,-
05.15(토),삼성4,14LG,잠실,-
05.15(토),두산,SSG,문학,우천취소
05.15(토),KT5,4롯데,사직,-
05.16(일),두산,SSG,문학,우천취소
05.16(일),삼성,LG,잠실,우천취소
05.16(일),KT,롯데,사직,우천취소
05.16(일),KIA,NC,창원,우천취소
05.16(일),한화1,5키움,고척,-
05.16(일),두산,SSG,문학,우천취소
05.17(월),삼성3,1LG,잠실,-
05.17(월),두산8,3SSG,문학,-
05.17(월),KT,롯데,사직,우천취소
05.17(월),KIA,NC,창원,우천취소
05.18(화),NC0,1LG,잠실,-
05.18(화),키움15,3삼성,대구,-
05.18(화),두산0,1KT,수원,-
05.18(화),SSG7,5KIA,광주,-
05.18(화),롯데4,3한화,대전,-
05.19(수),NC5,6LG,잠실,-
05.19(수),키움9,2삼성,대구,-
05.19(수),두산5,6KT,수원,-
05.19(수),SSG11,5KIA,광주,-
05.19(수),롯데2,12한화,대전,-
05.20(목),NC11,1LG,잠실,-
05.20(목),키움,삼성,대구,우천취소
05.20(목),두산,KT,수원,우천취소
05.20(목),SSG,KIA,광주,우천취소
05.20(목),롯데,한화,대전,우천취소
05.21(금),롯데9,1두산,잠실,-
05.21(금),LG5,6SSG,문학,-
05.21(금),KIA3,5삼성,대구,-
05.21(금),NC0,2키움,고척,-
05.21(금),KT0,4한화,대전,-
05.22(토),롯데3,4두산,잠실,-
05.22(토),LG3,8SSG,문학,-
05.22(토),KIA9,4삼성,대구,-
05.22(토),NC6,13키움,고척,-
05.22(토),KT0,5한화,대전,-
05.23(일),롯데0,4두산,잠실,-
05.23(일),LG0,8SSG,문학,-
05.23(일),KIA5,7삼성,대구,-
05.23(일),NC4,7키움,고척,-
05.23(일),KT8,1한화,대전,-
05.25(화),한화,두산,잠실,기타
05.25(화),LG,롯데,사직,기타
05.25(화),삼성,NC,창원,기타
05.25(화),SSG,KT,수원,기타
05.25(화),키움,KIA,광주,기타
05.26(수),한화3,9두산,잠실,-
05.26(수),LG5,3롯데,사직,-
05.26(수),삼성7,1NC,창원,-
05.26(수),SSG9,5KT,수원,-
05.26(수),키움2,3KIA,광주,-
05.27(목),한화3,0두산,잠실,-
05.27(목),LG8,1롯데,사직,-
05.27(목),삼성3,6NC,창원,-
05.27(목),SSG5,6KT,수원,-
05.27(목),키움4,5KIA,광주,-
05.28(금),키움1,3LG,잠실,-
05.28(금),NC,롯데,사직,그라운드사정
05.28(금),두산9,4삼성,대구,-
05.28(금),KT6,7KIA,광주,-
05.28(금),SSG12,3한화,대전,-
05.29(토),NC10,10롯데,사직,-
05.29(토),키움7,2LG,잠실,-
05.29(토),두산4,16삼성,대구,-
05.29(토),KT7,5KIA,광주,-
05.29(토),SSG6,2한화,대전,-
05.29(토),NC6,2롯데,사직,-
05.30(일),키움2,8LG,잠실,-
05.30(일),NC5,4롯데,사직,-
05.30(일),두산4,2삼성,대구,-
05.30(일),KT4,3KIA,광주,-
05.30(일),SSG5,1한화,대전,-
06.01(화),KT8,1LG,잠실,-
06.01(화),삼성0,1SSG,문학,-
06.01(화),두산4,3NC,창원,-
06.01(화),롯데3,0키움,고척,-
06.01(화),KIA1,9한화,대전,-
06.02(수),KT5,6LG,잠실,-
06.02(수),삼성8,7SSG,문학,-
06.02(수),두산5,9NC,창원,-
06.02(수),롯데4,2키움,고척,-
06.02(수),KIA5,3한화,대전,-
06.03(목),KT,LG,잠실,우천취소
06.03(목),삼성,SSG,문학,우천취소
06.03(목),두산,NC,창원,우천취소
06.03(목),롯데4,9키움,고척,-
06.03(목),KIA,한화,대전,우천취소
06.04(금),SSG2,3두산,잠실,-
06.04(금),롯데15,0KT,수원,-
06.04(금),LG3,4KIA,광주,-
06.04(금),삼성6,3키움,고척,-
06.04(금),한화3,6NC,창원,-
06.05(토),SSG5,8두산,잠실,-
06.05(토),한화1,6NC,창원,-
06.05(토),롯데1,8KT,수원,-
06.05(토),LG8,2KIA,광주,-
06.05(토),삼성2,6키움,고척,-
06.06(일),SSG4,1두산,잠실,-
06.06(일),한화13,10NC,창원,-
06.06(일),롯데8,7KT,수원,-
06.06(일),LG10,0KIA,광주,-
06.06(일),삼성3,1키움,고척,-
06.08(화),NC1,2LG,잠실,-
06.08(화),KT4,2SSG,문학,-
06.08(화),두산9,18롯데,사직,-
06.08(화),KIA0,7삼성,대구,-
06.08(화),키움2,4한화,대전,-
06.09(수),NC3,6LG,잠실,-
06.09(수),KT7,3SSG,문학,-
06.09(수),두산14,8롯데,사직,-
06.09(수),KIA7,5삼성,대구,-
06.09(수),키움6,2한화,대전,-
06.10(목),NC6,0LG,잠실,-
06.10(목),KT,SSG,문학,우천취소
06.10(목),두산4,5롯데,사직,-
06.10(목),KIA2,4삼성,대구,-
06.10(목),키움0,1한화,대전,-
06.11(금),두산1,3LG,잠실,-
06.11(금),키움6,8SSG,문학,-
06.11(금),KIA,롯데,사직,우천취소
06.11(금),NC5,4삼성,대구,-
06.11(금),한화5,6KT,수원,-
06.12(토),KIA,롯데,사직,우천취소
06.12(토),두산8,3LG,잠실,-
06.12(토),키움4,5SSG,문학,-
06.12(토),KIA,롯데,사직,우천취소
06.12(토),NC1,4삼성,대구,-
06.12(토),한화2,7KT,수원,-
06.13(일),KIA6,8롯데,사직,-
06.13(일),두산0,2LG,잠실,-
06.13(일),키움7,3SSG,문학,-
06.13(일),NC3,5삼성,대구,-
06.13(일),한화3,6KT,수원,-
06.13(일),KIA6,3롯데,사직,-
06.15(화),삼성8,6두산,잠실,-
06.15(화),KT,NC,창원,우천취소
06.15(화),SSG,KIA,광주,우천취소
06.15(화),LG4,2키움,고척,-
06.15(화),롯데2,3한화,대전,-
06.16(수),SSG10,1KIA,광주,-
06.16(수),롯데4,9한화,대전,-
06.16(수),SSG0,2KIA,광주,-
06.16(수),롯데3,4한화,대전,-
06.16(수),삼성5,3두산,잠실,-
06.16(수),KT7,3NC,창원,-
06.16(수),LG3,6키움,고척,-
06.17(목),삼성2,6두산,잠실,-
06.17(목),KT1,9NC,창원,-
06.17(목),SSG6,3KIA,광주,-
06.17(목),LG6,5키움,고척,-
06.17(목),롯데9,2한화,대전,-
06.18(금),KIA0,5LG,잠실,-
06.18(금),삼성4,7롯데,사직,-
06.18(금),두산11,3KT,수원,-
06.18(금),SSG3,4한화,대전,-
06.18(금),키움0,5NC,창원,-
06.19(토),두산9,3KT,수원,-
06.19(토),KIA2,7LG,잠실,-
06.19(토),삼성9,1롯데,사직,-
06.19(토),키움12,7NC,창원,-
06.19(토),SSG7,5한화,대전,-
06.19(토),두산3,4KT,수원,-
06.20(일),KIA0,6LG,잠실,-
06.20(일),삼성7,8롯데,사직,-
06.20(일),키움8,4NC,창원,-
06.20(일),두산1,4KT,수원,-
06.20(일),SSG4,3한화,대전,-
06.22(화),키움3,10두산,잠실,-
06.22(화),LG14,1SSG,문학,-
06.22(화),NC5,2롯데,사직,-
06.22(화),한화0,9삼성,대구,-
06.22(화),KIA3,6KT,수원,-
06.23(수),키움4,3두산,잠실,-
06.23(수),LG4,7SSG,문학,-
06.23(수),NC7,13롯데,사직,-
06.23(수),한화0,3삼성,대구,-
06.23(수),KIA2,1KT,수원,-
06.24(목),키움2,1두산,잠실,-
06.24(목),LG5,8SSG,문학,-
06.24(목),NC6,4롯데,사직,-
06.24(목),한화2,3삼성,대구,-
06.24(목),KIA3,6KT,수원,-
06.25(금),롯데9,1두산,잠실,-
06.25(금),LG,삼성,대구,우천취소
06.25(금),KIA5,14키움,고척,-
06.25(금),KT2,0한화,대전,-
06.25(금),SSG10,11NC,창원,-
06.26(토),LG10,5삼성,대구,-
06.26(토),롯데4,3두산,잠실,-
06.26(토),SSG10,10NC,창원,-
06.26(토),KIA1,6키움,고척,-
06.26(토),KT11,2한화,대전,-
06.26(토),LG7,10삼성,대구,-
06.27(일),롯데7,6두산,잠실,-
06.27(일),LG9,5삼성,대구,-
06.27(일),SSG3,4NC,창원,-
06.27(일),KIA4,5키움,고척,-
06.27(일),KT11,1한화,대전,-
06.29(화),KT,LG,잠실,기타
06.29(화),삼성3,10SSG,문학,-
06.29(화),NC7,3KIA,광주,-
06.29(화),롯데13,5키움,고척,-
06.29(화),두산,한화,대전,기타
06.30(수),KT,LG,잠실,우천취소
06.30(수),삼성3,3SSG,문학,-
06.30(수),삼성4,8SSG,문학,-
06.30(수),KT4,3LG,잠실,-
06.30(수),NC,KIA,광주,우천취소
06.30(수),롯데5,6키움,고척,-
06.30(수),두산8,6한화,대전,-
07.01(목),KT6,1LG,잠실,-
07.01(목),삼성8,7SSG,문학,-
07.01(목),NC3,6KIA,광주,-
07.01(목),롯데1,13키움,고척,-
07.01(목),두산10,3한화,대전,-
07.02(금),한화5,3LG,잠실,-
07.02(금),롯데6,5SSG,문학,-
07.02(금),키움1,4KT,수원,-
07.02(금),두산3,8KIA,광주,-
07.02(금),삼성5,2NC,창원,-
07.03(토),한화,LG,잠실,우천취소
07.03(토),롯데,SSG,문학,우천취소
07.03(토),삼성,NC,창원,우천취소
07.03(토),키움,KT,수원,우천취소
07.03(토),두산,KIA,광주,그라운드사정
07.04(일),한화0,5LG,잠실,-
07.04(일),롯데6,4SSG,문학,-
07.04(일),삼성5,0NC,창원,-
07.04(일),키움3,12KT,수원,-
07.04(일),두산3,7KIA,광주,-
07.05(월),한화6,7LG,잠실,-
07.05(월),롯데4,10SSG,문학,-
07.05(월),삼성,NC,창원,우천취소
07.05(월),키움15,5KT,수원,-
07.05(월),두산,KIA,광주,우천취소
07.06(화),NC7,3두산,잠실,-
07.06(화),LG,롯데,사직,우천취소
07.06(화),KT,삼성,대구,우천취소
07.06(화),SSG0,4키움,고척,-
07.06(화),KIA,한화,대전,우천취소
07.07(수),NC2,4두산,잠실,-
07.07(수),LG,롯데,사직,우천취소
07.07(수),KT,삼성,대구,우천취소
07.07(수),SSG2,8키움,고척,-
07.07(수),KIA4,1한화,대전,-
07.08(목),NC,두산,잠실,기타
07.08(목),LG,롯데,사직,우천취소
07.08(목),KT3,2삼성,대구,-
07.08(목),SSG9,3키움,고척,-
07.08(목),KIA,한화,대전,기타
07.09(금),LG,두산,잠실,기타
07.09(금),한화9,3SSG,문학,-
07.09(금),롯데9,5삼성,대구,-
07.09(금),KT4,10KIA,광주,-
07.09(금),NC,키움,고척,기타
07.10(토),LG,두산,잠실,기타
07.10(토),한화3,1SSG,문학,-
07.10(토),롯데2,3삼성,대구,-
07.10(토),KT,KIA,광주,기타
07.10(토),NC,키움,고척,기타
07.11(일),LG,두산,잠실,기타
07.11(일),한화2,8SSG,문학,-
07.11(일),롯데0,11삼성,대구,-
07.11(일),KT0,2KIA,광주,-
07.11(일),NC,키움,고척,기타
07.13(화),키움,LG,잠실,기타
07.13(화),두산,SSG,문학,기타
07.13(화),한화,롯데,사직,기타
07.13(화),NC,KT,수원,기타
07.13(화),삼성,KIA,광주,기타
07.14(수),키움,LG,잠실,기타
07.14(수),두산,SSG,문학,기타
07.14(수),한화,롯데,사직,기타
07.14(수),NC,KT,수원,기타
07.14(수),삼성,KIA,광주,기타
07.15(목),키움,LG,잠실,기타
07.15(목),두산,SSG,문학,기타
07.15(목),한화,롯데,사직,기타
07.15(목),NC,KT,수원,기타
07.15(목),삼성,KIA,광주,기타
07.16(금),KT,두산,잠실,기타
07.16(금),SSG,롯데,사직,기타
07.16(금),키움,삼성,대구,기타
07.16(금),LG,한화,대전,기타
07.16(금),KIA,NC,창원,기타
07.17(토),KT,두산,잠실,기타
07.17(토),SSG,롯데,사직,기타
07.17(토),키움,삼성,대구,기타
07.17(토),KIA,NC,창원,기타
07.17(토),LG,한화,대전,기타
07.18(일),KT,두산,잠실,기타
07.18(일),SSG,롯데,사직,기타
07.18(일),키움,삼성,대구,기타
07.18(일),KIA,NC,창원,기타
07.18(일),LG,한화,대전,기타
08.10(화),SSG0,4LG,잠실,-
08.10(화),두산,삼성,대구,우천취소
08.10(화),롯데5,2NC,창원,-
08.10(화),한화1,4KIA,광주,-
08.10(화),KT1,3키움,고척,-
08.11(수),SSG5,12LG,잠실,-
08.11(수),두산8,6삼성,대구,-
08.11(수),롯데5,4NC,창원,-
08.11(수),한화7,7KIA,광주,-
08.11(수),KT1,4키움,고척,-
08.12(목),SSG,LG,잠실,우천취소
08.12(목),두산2,9삼성,대구,-
08.12(목),롯데4,5NC,창원,-
08.12(목),한화,KIA,광주,우천취소
08.12(목),KT4,6키움,고척,-
08.13(금),롯데2,0LG,잠실,-
08.13(금),KIA8,1SSG,문학,-
08.13(금),삼성6,7KT,수원,-
08.13(금),두산16,9키움,고척,-
08.13(금),NC5,1한화,대전,-
08.14(토),롯데4,3LG,잠실,-
08.14(토),KIA2,2SSG,문학,-
08.14(토),삼성4,8KT,수원,-
08.14(토),두산1,5키움,고척,-
08.14(토),NC9,9한화,대전,-
08.15(일),롯데1,7LG,잠실,-
08.15(일),KIA5,10SSG,문학,-
08.15(일),삼성4,6KT,수원,-
08.15(일),두산1,8키움,고척,-
08.15(일),NC3,3한화,대전,-
08.17(화),KIA,두산,잠실,우천취소
08.17(화),NC,SSG,문학,우천취소
08.17(화),키움0,1롯데,사직,-
08.17(화),LG5,5KT,수원,-
08.17(화),삼성2,4한화,대전,-
08.18(수),KIA7,3두산,잠실,-
08.18(수),NC1,6SSG,문학,-
08.18(수),키움0,3롯데,사직,-
08.18(수),LG1,8KT,수원,-
08.18(수),삼성6,2한화,대전,-
08.19(목),KIA5,5두산,잠실,-
08.19(목),NC8,5SSG,문학,-
08.19(목),키움,롯데,사직,우천취소
08.19(목),LG1,0KT,수원,-
08.19(목),삼성11,3한화,대전,-
08.20(금),한화1,9두산,잠실,-
08.20(금),KT5,4롯데,사직,-
08.20(금),SSG2,3삼성,대구,-
08.20(금),키움2,3KIA,광주,-
08.20(금),LG3,8NC,창원,-
08.21(토),한화3,1두산,잠실,-
08.21(토),KT,롯데,사직,우천취소
08.21(토),SSG,삼성,대구,우천취소
08.21(토),LG,NC,창원,우천취소
08.21(토),키움,KIA,광주,우천취소
08.22(일),한화11,3두산,잠실,-
08.22(일),KT3,1롯데,사직,-
08.22(일),SSG4,4삼성,대구,-
08.22(일),LG3,4NC,창원,-
08.22(일),키움6,1KIA,광주,-
08.23(월),한화,두산,잠실,우천취소
08.23(월),KT2,6롯데,사직,-
08.23(월),SSG,삼성,대구,우천취소
08.23(월),LG,NC,창원,그라운드사정
08.23(월),키움,KIA,광주,우천취소
08.24(화),한화8,11두산,잠실,-
08.24(화),KT,롯데,사직,우천취소
08.24(화),SSG8,9삼성,대구,-
08.24(화),LG,NC,창원,우천취소
08.24(화),키움8,2KIA,광주,-
08.25(수),삼성3,3LG,잠실,-
08.25(수),두산,NC,창원,우천취소
08.25(수),SSG1,7KT,수원,-
08.25(수),롯데6,11KIA,광주,-
08.25(수),한화7,2키움,고척,-
08.26(목),두산7,0NC,창원,-
08.26(목),두산5,3NC,창원,-
08.26(목),삼성3,4LG,잠실,-
08.26(목),SSG5,10KT,수원,-
08.26(목),롯데3,3KIA,광주,-
08.26(목),한화4,4키움,고척,-
08.27(금),삼성1,3LG,잠실,-
08.27(금),SSG4,6KT,수원,-
08.27(금),롯데,KIA,광주,우천취소
08.27(금),한화3,4키움,고척,-
08.27(금),두산2,4NC,창원,-
08.28(토),키움2,3LG,잠실,-
08.28(토),KIA4,12SSG,문학,-
08.28(토),두산10,10롯데,사직,-
08.28(토),삼성6,5KT,수원,-
08.28(토),NC1,9한화,대전,-
08.29(일),키움2,11LG,잠실,-
08.29(일),KIA0,9SSG,문학,-
08.29(일),두산2,4롯데,사직,-
08.29(일),삼성3,8KT,수원,-
08.29(일),NC2,3한화,대전,-
08.31(화),KIA,두산,잠실,우천취소
08.31(화),NC,SSG,문학,우천취소
08.31(화),LG9,4롯데,사직,-
08.31(화),키움2,3삼성,대구,-
08.31(화),KT2,5한화,대전,-
09.01(수),KIA0,5두산,잠실,-
09.01(수),NC9,2SSG,문학,-
09.01(수),키움1,7삼성,대구,-
09.01(수),KIA3,2두산,잠실,-
09.01(수),NC4,9SSG,문학,-
09.01(수),키움,삼성,대구,우천취소
09.01(수),LG,롯데,사직,우천취소
09.01(수),KT8,3한화,대전,-
09.02(목),NC0,5LG,잠실,-
09.02(목),두산1,10SSG,문학,-
09.02(목),한화,롯데,사직,우천취소
09.02(목),삼성5,1KIA,광주,-
09.02(목),KT0,1키움,고척,-
09.03(금),한화3,6롯데,사직,-
09.03(금),한화0,2롯데,사직,-
09.03(금),NC5,2LG,잠실,-
09.03(금),두산1,3SSG,문학,-
09.03(금),삼성9,3KIA,광주,-
09.03(금),KT11,1키움,고척,-
09.04(토),KT11,1LG,잠실,-
09.04(토),두산4,11삼성,대구,-
09.04(토),롯데8,2NC,창원,-
09.04(토),SSG2,9키움,고척,-
09.04(토),KIA2,6한화,대전,-
09.05(일),KT11,0LG,잠실,-
09.05(일),두산6,5삼성,대구,-
09.05(일),롯데3,9NC,창원,-
09.05(일),SSG8,10키움,고척,-
09.05(일),KIA5,5한화,대전,-
09.07(화),키움,두산,잠실,우천취소
09.07(화),LG,SSG,문학,우천취소
09.07(화),롯데4,2삼성,대구,-
09.07(화),한화4,16NC,창원,-
09.07(화),KIA,KT,수원,우천취소
09.08(수),키움1,7두산,잠실,-
09.08(수),LG3,5SSG,문학,-
09.08(수),롯데5,4삼성,대구,-
09.08(수),한화3,1NC,창원,-
09.08(수),KIA5,5KT,수원,-
09.09(목),한화1,8LG,잠실,-
09.09(목),SSG9,2롯데,사직,-
09.09(목),KT7,8삼성,대구,-
09.09(목),두산6,2NC,창원,-
09.09(목),KIA3,5키움,고척,-
09.10(금),한화0,2LG,잠실,-
09.10(금),SSG3,4롯데,사직,-
09.10(금),KT2,2삼성,대구,-
09.10(금),KIA3,4키움,고척,-
09.10(금),두산8,1NC,창원,-
09.11(토),LG5,5두산,잠실,-
09.11(토),키움13,7롯데,사직,-
09.11(토),SSG2,2KT,수원,-
09.11(토),NC3,5KIA,광주,-
09.11(토),삼성5,4한화,대전,-
09.12(일),LG5,8두산,잠실,-
09.12(일),키움8,3롯데,사직,-
09.12(일),SSG0,10KT,수원,-
09.12(일),NC8,2KIA,광주,-
09.12(일),삼성3,3한화,대전,-
09.12(일),LG5,8두산,잠실,-
09.12(일),키움2,3롯데,사직,-
09.12(일),SSG2,3KT,수원,-
09.12(일),NC3,0KIA,광주,-
09.12(일),삼성6,6한화,대전,-
09.14(화),KT4,3두산,잠실,-
09.14(화),한화11,5SSG,문학,-
09.14(화),LG3,3삼성,대구,-
09.14(화),키움8,10NC,창원,-
09.14(화),롯데8,7KIA,광주,-
09.15(수),롯데6,3KIA,광주,-
09.15(수),롯데3,5KIA,광주,-
09.15(수),KT2,6두산,잠실,-
09.15(수),한화6,9SSG,문학,-
09.15(수),LG5,2삼성,대구,-
09.15(수),키움2,13NC,창원,-
09.16(목),SSG3,3두산,잠실,-
09.16(목),KIA6,5삼성,대구,-
09.16(목),LG0,2NC,창원,-
09.16(목),롯데4,7KT,수원,-
09.16(목),한화8,8키움,고척,-
09.17(금),LG,NC,창원,우천취소
09.17(금),SSG2,7두산,잠실,-
09.17(금),KIA3,6삼성,대구,-
09.17(금),LG4,6NC,창원,-
09.17(금),롯데2,0KT,수원,-
09.17(금),한화15,5키움,고척,-
09.18(토),KIA9,6LG,잠실,-
09.18(토),삼성9,4SSG,문학,-
09.18(토),KT8,1NC,창원,-
09.18(토),두산3,3키움,고척,-
09.18(토),롯데2,13한화,대전,-
09.19(일),KIA3,4LG,잠실,-
09.19(일),삼성4,4SSG,문학,-
09.19(일),KT8,2NC,창원,-
09.19(일),두산6,0키움,고척,-
09.19(일),롯데3,1한화,대전,-
09.21(화),NC2,12두산,잠실,-
09.21(화),키움10,13SSG,문학,-
09.21(화),삼성11,9롯데,사직,-
09.21(화),KT11,5KIA,광주,-
09.21(화),LG6,15한화,대전,-
09.22(수),NC0,8두산,잠실,-
09.22(수),키움7,7SSG,문학,-
09.22(수),삼성8,17롯데,사직,-
09.22(수),KT2,7KIA,광주,-
09.22(수),LG12,3한화,대전,-
09.23(목),삼성7,4LG,잠실,-
